,minimum,maximum,773differernce,ec773differernce
EX_g6p_e,0.0,1.1818455445542315,1.1818455445542315,1.9840998408007517
EX_gal1p_e,0.0,1.1368228571426422,1.1368228571426422,1.9085150849607195
EX_gam_e,0.0,0.0,0.0,0.0
EX_gam6p_e,0.0,1.1368228571426422,1.1368228571426422,1.9085150849607222
EX_glc_e,0.0,0.0,0.0,0.0
EX_glcn_e,0.0,0.0,0.0,0.0
EX_glcur_e,0.0,0.0,0.0,0.0
EX_glcur1p_e,0.0,1.297460869564972,1.297460869564972,2.1633750626898123
EX_gln_L_e,0.0,1.570610526315495,1.570610526315495,2.6328399068786332
EX_glu_L_e,0.0,1.6351561643832546,1.6351561643832546,2.7451244372722936
EX_gly_e,0.0,1.1588970873784228,1.1588970873784228,0.6237050141894608
EX_glyald_e,0.0,2.252202866017981,2.252202866017981,3.7508395656944944
EX_glyc_e,0.0,1.9894458649825517,1.9894458649825517,3.3399062683548073
EX_glyc_R_e,0.0,0.0,0.0,0.0
EX_glyc3p_e,0.0,1.9568262295078285,1.9568262295078285,3.285148916735652
EX_gmp_e,0.0,0.7469696539764673,0.7469696539764673,0.5942354317339769
EX_gsn_e,0.0,0.7514559582045546,0.7514559582045546,0.593587257681534
EX_gthrd_e,0.0,0.0,0.0,0.0
EX_gua_e,0.0,1.446444127642293,1.446444127642293,0.5750207802483559
EX_h_e,0.0,10.623197183892737,10.623197183892737,11.641514851878593
EX_h2_e,0.0,0.0,0.0,0.0
EX_h2o_e,19.12614552902731,35.291352907899466,16.165207378872157,-2.319211489520967e-11
EX_h2s_e,0.0,2.3839458247317844,2.3839458247317844,2.540365176512355
EX_his_L_e,0.0,1.1748114276155694,1.1748114276155694,0.5704882224287682
EX_hom__L_e,0.0,1.7052342857139644,1.7052342857139644,2.5265176141443773
EX_hxan_e,0.0,1.480679491610159,1.480679491610159,0.6601088641990023
EX_ile_L_e,0.0,0.9473523809522034,0.9473523809522034,1.1669264062509215
EX_imp_e,0.0,0.0,0.0,0.0
EX_indole_e,0.0,0.7234327272725906,0.7234327272725906,0.24783834995478346
EX_inost_e,0.0,0.0,0.0,0.0
EX_ins_e,0.0,0.765244140923869,0.765244140923869,0.6891700386419014
EX_k_e,0.0,0.0,0.0,0.0
EX_lac_D_e,0.0,2.7128727272722193,2.7128727272722193,4.554410998201796
EX_lac_L_e,0.0,2.7128727272722193,2.7128727272722193,4.554410998201796
EX_leu_L_e,0.0,1.0563398230086503,1.0563398230086503,1.028825772231969
EX_lys_L_e,0.0,1.0470736842103288,1.0470736842103288,1.75784284141122
EX_mal__L_e,0.0,2.3405176470583853,2.3405176470583853,3.929295763154492
EX_malt_e,0.0,0.0,0.0,0.0
EX_man_e,0.0,0.0,0.0,0.0
EX_man6p_e,0.0,0.0,0.0,0.0
EX_met_L_e,0.0,0.8425415288960155,0.8425415288960155,0.7538731740810223
EX_mg2_e,0.0,0.0,0.0,0.0
EX_mn2_e,0.0,0.0,0.0,0.0
EX_mnl_e,0.0,0.0,0.0,0.0
EX_n2o_e,0.0,0.0,0.0,0.0
EX_na1_e,0.0,0.0,0.0,0.0
EX_nac_e,0.0,0.0,0.0,0.0
EX_nh4_e,0.0,0.0,0.0,1.0231815394945443e-12
EX_ni2_e,0.0,0.0,0.0,0.0
EX_nmn_e,0.0,0.0,0.0,0.0
EX_no_e,0.0,0.0,0.0,0.0
EX_no2_e,0.0,0.0,0.0,0.0
EX_no3_e,0.0,0.0,0.0,0.0
EX_o2_e,0.0,0.0,0.0,5.684341886080801e-13
EX_o2s_e,0.0,0.0,0.0,0.0
EX_orn_e,0.0,1.283509677419114,1.283509677419114,0.8823662472341751
EX_orot_e,0.0,0.0,0.0,0.0
EX_phe_L_e,0.0,0.7021552941175154,0.7021552941175154,0.34202790000224503
EX_pheme_e,0.0,0.18085818181814797,0.18085818181814797,0.033191227379583
EX_pi_e,0.0,0.0,0.0,5.684341886080801e-13
EX_pnto__R_e,0.0,0.0,0.0,0.0
EX_ppa_e,0.0,0.0,0.0,0.0
EX_ppt_e,0.0,0.0,0.0,0.0
EX_pro_L_e,0.0,1.2835096774191146,1.2835096774191146,2.15477509592341
EX_progly_e,0.0,0.0,0.0,0.0
EX_pydx_e,0.0,0.0,0.0,0.0
EX_pyr_e,0.0,3.226118918918306,3.226118918918306,5.416056322185869
EX_rib__D_e,0.0,0.0,0.0,0.0
EX_sbt__D_e,0.0,0.0,0.0,0.0
EX_ser_L_e,0.0,2.712872727272217,2.712872727272217,3.299697340173752
EX_skm_e,0.0,0.0,0.0,0.0
EX_so3_e,0.0,0.0,0.0,0.0
EX_so4_e,0.0,0.0,0.0,-1.1368683772161603e-13
EX_succ_e,0.0,2.2104888888884755,2.2104888888884755,3.7110015540903154
EX_sucr_e,0.0,0.0,0.0,0.0
EX_tcynt_e,0.0,0.0,0.0,0.0
EX_thr_L_e,0.0,1.5915519999997012,1.5915519999997012,1.8793658069709562
EX_thymd_e,0.0,0.7295476212306605,0.7295476212306605,0.5892531934360224
EX_tma_e,0.0,0.0,0.0,0.0
EX_tmao_e,0.0,0.0,0.0,0.0
EX_tre_e,0.0,0.0,0.0,0.0
EX_trp_L_e,0.0,0.5738769230768146,0.5738769230768146,0.23119279945203908
EX_tsul_e,0.0,0.0,0.0,0.0
EX_tyr_L_e,0.0,0.7323092024538496,0.7323092024538496,0.33983016627109386
EX_uacgam_e,0.0,0.0,0.0,0.0
EX_udpg_e,0.0,0.0,0.0,0.0
EX_udpgal_e,0.0,0.0,0.0,0.0
EX_udpglcur_e,0.0,0.0,0.0,0.0
EX_ump_e,0.0,0.0,0.0,0.0
EX_ura_e,0.0,0.0,0.0,0.0
EX_urea_e,0.0,0.0,0.0,0.0
EX_uri_e,0.0,0.8649739130432863,0.8649739130432863,1.4488703438786388
EX_val_L_e,0.0,1.3262933333330829,1.3262933333330829,2.226600932454154
EX_xan_e,0.0,1.6144182844007522,1.6144182844007522,0.6360747544573385
EX_xmp_e,0.0,0.0,0.0,0.0
EX_xtsn_e,0.0,0.7994723133613951,0.7994723133613951,0.6619156151058334
EX_xyl__D_e,0.0,0.0,0.0,0.0
EX_zn2_e,0.0,0.0,0.0,0.0
ACBCP,0.0,31.448602107737333,31.448602107737333,0.0
BTNC,0.0,31.448602107737333,31.448602107737333,14.374330110580894
5FTHFC,0.0,0.0,0.0,0.0
FOMETRi,0.0,0.0,0.0,0.0
FTHFD,0.0,29.841599999994436,29.841599999994436,3.8779086556763813
GLYCL,0.0,0.7701058064514679,0.7701058064514679,0.34612982503730544
MTHFC,0.13492873421294038,3.3637653030148025,3.228836568801862,-6.957634468562901e-11
MTHFD,0.13492873421294038,3.3637653030148025,3.228836568801862,-7.618439212819794e-11
MTHFR2,0.03846482576667989,0.8810063546626951,0.8425415288960152,0.7538731740813543
TMDS2,0.0,0.7331633487656848,0.7331633487656848,0.2389129108155707
GLNS,0.43932614458395136,30.429339487562856,29.990013342978905,12.101381694616611
GLUDC,0.0,5.166095007539962,5.166095007539962,3.4753387813992247
GLUDy,0.0,50.89738374435405,50.89738374435405,23.328832921219096
GLUN,0.0,29.841599999982993,29.841599999982993,11.71124463746184
GLUSy,0.0,24.36722912590354,24.36722912590354,5.0201465309977475
ACPPAT120,0.0,0.0,0.0,0.0
ACPPAT140,0.0,29.841599999982996,29.841599999982996,12.475364736955997
ACPPAT141,0.0,0.0,0.0,0.0
ACPPAT160,0.0,0.0,0.0,0.0
ACPPAT161,0.0,0.0,0.0,0.0
ACPPAT180,0.0,0.0,0.0,0.0
ACPPAT181,0.0,0.0,0.0,0.0
AGPAT120,0.0,0.0,0.0,0.0
AGPAT140,0.0,0.0,0.0,0.0
AGPAT141,0.0,0.0,0.0,0.0
AGPAT160,0.0,0.0,0.0,0.0
AGPAT161,0.0,0.0,0.0,0.0
AGPAT180,0.0,0.0,0.0,0.0
AGPAT181,0.0,0.0,0.0,0.0
APH140,0.0,29.841599999982996,29.841599999982996,12.475364736955997
DASYN120,0.0,0.0,0.0,0.0
DASYN140,0.0,0.0,0.0,0.0
DASYN141,0.0,0.0,0.0,0.0
DASYN160,0.0,0.0,0.0,0.0
DASYN161,0.0,0.0,0.0,0.0
DASYN180,0.0,0.0,0.0,0.0
DASYN181,0.0,0.0,0.0,0.0
G3PAT120,0.0,0.0,0.0,0.0
G3PAT140,0.0,0.0,0.0,0.0
G3PAT141,0.0,0.0,0.0,0.0
G3PAT160,0.0,0.0,0.0,0.0
G3PAT161,0.0,0.0,0.0,0.0
G3PAT180,0.0,29.841599999982996,29.841599999982996,12.444419937476539
G3PAT181,0.0,0.0,0.0,0.0
GPDDA2,0.0,0.0,0.0,0.0
GPDDA3,0.0,0.0,0.0,0.0
GPDDA4,0.0,0.0,0.0,0.0
GPDDA5,0.0,0.0,0.0,0.0
LPLIPAL1A180pp,0.0,29.841599999982996,29.841599999982996,12.444419937475427
PGSA120,0.0,0.0,0.0,0.0
PGSA140,0.0,0.0,0.0,0.0
PGSA141,0.0,0.0,0.0,0.0
PGSA160,0.0,0.0,0.0,0.0
PGSA161,0.0,0.0,0.0,0.0
PGSA180,0.0,0.0,0.0,0.0
PGSA181,0.0,0.0,0.0,0.0
GHMT2r,0.251532654273847,2.643533500527807,2.3920008462539597,-2.063416104647331e-11
GLYCK2,0.0,0.0,0.0,0.0
PGCD,0.4510416024547695,14.364177412238762,13.913135809783993,3.57362102318873
PSERT,0.4510416024547695,14.364177412238762,13.913135809783993,3.57362102318873
PSP_L,0.4510416024547695,14.364177412238762,13.913135809783993,3.57362102318873
SARCOX,0.0,0.0,0.0,0.0
SERD_L,0.0,13.838929138285982,13.838929138285982,3.5120074991823036
ENO,0.0,10.680141510792323,10.680141510792323,6.040643022542071
FBA,0.5630920798488608,5.7291870873895,5.166095007540639,4.645412261566197
FBP,0.0,29.841599999983,29.841599999983,1.7786559917207811
GAPD,5.965088105707119,11.205389784745098,5.240301679037978,8.920392098758882
GLBRAN2,0.0,1000.0,1000.0,30.702868951299592
GLCP,0.0,1000.0,1000.0,32.47591909940771
GLCP2,0.0,1000.0,1000.0,30.702868951299592
GLCS1,0.0,1000.0,1000.0,32.47591909940771
GLGC,0.0,1000.0,1000.0,32.47591909940771
HEX1,0.0,29.84159999998321,29.84159999998321,11.51109877061295
PDH,0.0,13.04820716308102,13.04820716308102,9.950279963813168
PFK,0.5630920798488634,35.430387002046466,34.8672949221976,6.819445706849772
PGI,0.0,6.146783918407273,6.146783918407273,0.0
PGK,5.96508810570712,11.205389784745096,5.240301679037976,3.095138459642385
PGM,0.0,10.680141510792366,10.680141510792366,0.0
PPS,0.0,29.84159999998327,29.84159999998327,12.036040348350506
PYK,0.0,33.90537638880101,33.90537638880101,15.91783394726055
TPI,0.5315133593100054,5.697608366850602,5.166095007540597,0.0
GLYCK,0.0,0.0,0.0,0.0
ATPPRT,0.0340249392292234,1.2088363668447493,1.174811427615526,0.5704882224286335
HISTD,0.0340249392292234,1.2088363668447493,1.174811427615526,0.5704882224286335
HISTP,0.0340249392292234,1.2088363668447493,1.174811427615526,0.5704882224286335
HSTPT,0.0340249392292234,1.2088363668447493,1.174811427615526,0.5987390032236329
IG3PS,0.0340249392292234,1.2088363668447493,1.174811427615526,0.5704882224286335
IGPDH,0.0340249392292234,1.2088363668447493,1.174811427615526,0.5704882224286335
PRAMPC,0.0340249392292234,1.2088363668447493,1.174811427615526,0.5704882224286335
PRATPP,0.0340249392292234,1.2088363668447493,1.174811427615526,0.5704882224286335
PRMICI,0.0340249392292234,1.2088363668447493,1.174811427615526,7.627676268384675e-12
PRPPS,0.16464803975065756,30.080454711242584,29.91580667149193,4.385825036479218e-12
CA2t3pp,0.0,119.36639999997584,119.36639999997584,94.60822494257829
CAt6pp,0.0,0.0,0.0,0.0
COBALT2abcpp,0.0,9.437669007362248e-05,9.437669007362248e-05,7.689854170720949e-05
COBALT2tpp,0.0,9.437674976858028e-05,9.437674976858028e-05,7.689863415403256e-05
CYANSTpp,0.0,0.0,0.0,0.0
FDMO,0.0,0.0,0.0,0.0
FE3abcpp,0.0,29.841599999993935,29.841599999993935,13.016418799217757
FEROpp,0.0,0.007321211623149145,0.007321211623149145,0.006071661646762729
Kabcpp,0.0,24.107559922871886,24.107559922871886,11.821960301911613
Kt2pp,0.0,60.26889980717966,60.26889980717966,47.69354629798708
Kt3pp,0.0,59.68319999998777,59.68319999998777,47.207241921271596
MG2t3_2pp,0.0,0.032538758288161926,0.032538758288161926,0.0
MG2uabcpp,0.0,19.894399999995944,19.894399999995944,10.44483753849441
MN2tpp,0.0,0.002593346480683579,0.002593346480683579,0.0021532459604910953
NAt3_1p5pp,0.0,39.788799999991745,39.788799999991745,31.66723216114703
NAt3_2pp,0.0,59.68319999998777,59.68319999998777,47.493271812522664
NAt3pp,0.0,119.36639999997554,119.36639999997554,94.71839624688614
NH4tpp,3.7796329246319376,11.02223426723168,7.242601342599742,0.0
NI2tpp,0.0,0.001210460942630171,0.001210460942630171,0.0009785803988326637
NI2uabcpp,0.0,0.001210451122755854,0.001210451122755854,0.0009785653129848848
NO2t2rpp,0.0,119.366399999975,119.366399999975,0.0
NO3t7pp,0.0,119.366399999975,119.366399999975,94.15540625637745
O2tpp,7.769111140729331,16.811547302076114,9.042436161346783,2.0463630789890885e-12
PIt2rpp,0.0,119.59616827358747,119.59616827358747,0.0
PIuabcpp,0.0,39.788799999991724,39.788799999991724,14.371095000899462
PPTHpp,0.0,0.0,0.0,0.0
SFRD,0.0,0.0,0.0,0.0
SO3TRDRD,0.0,2.445071779931194,2.445071779931194,2.652731354317826
SULabcpp,0.07414160238185322,2.4580874271134556,2.3839458247316023,2.6019787005189494
ZN2abcpp,0.0,29.841599999993907,29.841599999993907,13.020757838871198
ZN2t3pp,0.0,119.36639999997521,119.36639999997521,94.78727347370817
ZN2tpp,0.0,119.36742300941462,119.36742300941462,94.78812287464991
ZNabcpp,0.0,23.87348460188301,23.87348460188301,11.730461654972107
CD2tpp,0.0,0.0,0.0,0.0
CU2tpp,0.0021267282639162726,0.002658410329895226,0.0005316820659789535,0.0004414536466154544
FE2tpp,0.020147997405626773,0.22443405641784964,0.20428605901222285,0.069216574871165
D52DGK,0.0,0.0,0.0,0.0
D5GIS,0.0,0.0,0.0,0.0
MI1PS,0.0,0.0,0.0,0.0
MI2DH,0.0,0.0,0.0,-7.938183443911839e-11
MI2DHT,0.0,0.0,0.0,0.0
THCDH,0.0,0.0,0.0,0.0
U23GAAT,0.0,0.0,0.0,0.0
UAGAAT,0.0,0.0,0.0,0.0
ACACT1r,0.0,0.0,0.0,0.0
ACCOAC,0.0,31.448602107736836,31.448602107736836,8.810277519614662
ACOAD1f,0.0,0.0,0.0,0.0
ACOAD2f,0.0,0.0,0.0,0.0
ACOAD3f,0.0,0.0,0.0,0.0
ACOAD4f,0.0,0.0,0.0,0.0
ACOAD5f,0.0,0.0,0.0,0.0
ACOAD6f,0.0,0.0,0.0,0.0
ACOAD7f,0.0,0.0,0.0,0.0
ACOAD8f,0.0,0.0,0.0,0.0
ACOATA,0.0,0.26729021547167287,0.26729021547167287,0.0
KAS14,0.0,0.2672902154716729,0.2672902154716729,0.21327580055165987
KAS15,0.0,0.2672902154716729,0.2672902154716729,0.22193007414553934
MACPD,0.0,29.84159999999394,29.84159999999394,13.040042223183594
MCOATA,1.6069849229207878,31.448584922914726,29.84159999999394,0.0
TDCM_FREE,0.002173259641250323,0.002716574551562787,0.0005433149103124639,0.0
TMCM_FREE,0.00566936232350254,0.00708670290437787,0.00141734058087533,0.0011768126253636907
ACHACB,0.0,0.0,0.0,0.0
AHCYSNS,0.0,0.0,0.0,0.0
CYSTL,0.0384648257666799,0.8810063546626631,0.8425415288959832,0.7538731740809678
HSST,0.0,0.8810063546626631,0.8810063546626631,0.6479261903497218
METAT,0.0001227490833043593,0.0001534363541304425,3.068727082608321e-05,2.547952710405469e-05
METS,0.0384648257666799,0.8810063546626632,0.8425415288959833,0.753873174080968
METSOXR1,0.0,0.0,0.0,0.0
SHSL1,0.0,0.8810063546626632,0.8810063546626632,0.7858103761934939
GLYOX,0.0,0.0,0.0,0.0
LGTHL,0.0,0.0,0.0,0.0
MCTP1App,0.0,0.0,0.0,0.0
MCTP1Bpp,0.0,0.0,0.0,0.0
MCTP2App,0.0,0.0,0.0,0.0
MDDCP3pp,0.0,0.0,0.0,0.0
MDDCP4pp,0.0,0.0,0.0,0.0
MDDCP5pp,0.0,0.0,0.0,0.0
MPTG,0.0,0.0,0.0,0.0
MPTG2,0.0,0.0,0.0,0.0
AGM4PApp,0.0,0.0,0.0,0.0
NHFRBO,0.0,0.0,0.0,0.0
NO3R1bpp,0.0,0.0,0.0,0.0
NO3R2bpp,0.0,0.0,0.0,0.0
NTRIR3pp,0.0,0.0,0.0,0.0
NTRIR4pp,0.0,0.0,0.0,0.0
3NTD2pp,0.0,0.0,0.0,0.0
3NTD4pp,0.0,0.0,0.0,0.0
3NTD7pp,0.0,0.0,0.0,0.0
3NTD9pp,0.0,0.0,0.0,0.0
ADK1,0.0,1000.0,1000.0,0.4599195240837588
ADK2,0.0,29.837984272442064,29.837984272442064,-0.0030021251065051047
ADK3,0.0,999.8586074933066,999.8586074933066,0.0
ADK4,0.0,0.0,0.0,0.0
ADNCYC,0.0,0.0,0.0,0.0
ADNK1,0.0,29.84159999999945,29.84159999999945,11.608689446769555
ADPRDP,0.0,0.0,0.0,0.0
ADPT,0.0,29.841599999999453,29.841599999999453,4.489168205100272
AMPN,0.0,29.841599999999453,29.841599999999453,4.494056890497212
AP5AH,0.0,0.0,0.0,0.0
ATPHs,0.0,13.26293333333308,13.26293333333308,4.6465189423347715
CYTDK2,0.0,29.841599999999453,29.841599999999453,11.187548942789519
CYTK1,0.0,29.85657891730306,29.85657891730306,0.012436939571472294
CYTK2,0.0,29.837389714772176,29.837389714772176,-0.0034957840898641734
DCTPD,0.0,0.7989088099163911,0.7989088099163911,0.43396983983821974
DGK1,0.0,29.83738971477215,29.83738971477215,-0.0034957837892761745
DTMPK,0.0,29.841599999999428,29.841599999999428,0.04283911976542587
DURIK1,0.0,29.841599999999428,29.841599999999428,11.612500315849935
DUTPDP,0.0,29.841599999999428,29.841599999999428,5.845406450570984
GK1,0.028619581029249663,29.87021958102869,29.84159999999944,4.1302428144263104e-10
GP4GH,0.0,0.0,0.0,0.0
GSNHYDRO,0.0,14.92079999999973,14.92079999999973,2.9299078041421627
GSNK,0.0,29.84159999999944,29.84159999999944,11.612500315849937
GTPHs,0.0,9.947199999999814,9.947199999999814,3.9165714833569045
GUAPRT,0.0,14.92079999999973,14.92079999999973,2.9299078041427054
HXPRT,0.0,14.920799999999755,14.920799999999755,2.99785817440415
INSH,0.0,14.930075833937007,14.930075833937007,3.021571619830456
NDPK1,0.0,1000.0,1000.0,0.67873296823646
NDPK2,0.4488630397138202,30.31253499109742,29.863671951383598,9.805489753489383e-11
NDPK3,0.0,29.852368632075795,29.852368632075795,0.008941155352715668
NDPK4,0.0,29.84159999999944,29.84159999999944,9.706013770482969e-11
NDPK5,0.0,29.841599999999453,29.841599999999453,9.706013770482969e-11
NDPK6,0.0,29.841599999999453,29.841599999999453,9.706013770482969e-11
NDPK7,0.0,29.841599999999453,29.841599999999453,9.492850949754938e-11
NDPK8,0.0,29.84159999999945,29.84159999999945,9.706013770482969e-11
NNATr,0.0012520441183823117,0.0015650551479781671,0.00031301102959585547,1.695710238891479e-11
NTD1,0.0,29.841599999999453,29.841599999999453,11.61250031584994
NTD10,0.0,1.6144182844012014,1.6144182844012014,0.6619156151058301
NTD11,0.0,14.930075833937012,14.930075833937012,3.0344211607407097
NTD12,0.0,0.0,0.0,0.0
NTD2,0.0,0.8649739130434622,0.8649739130434622,1.4488703438784212
NTD3,0.0,0.7651692307692166,0.7651692307692166,0.4165491889106001
NTD4,0.0,29.841599999999453,29.841599999999453,11.187548942786535
NTD5,0.0,0.7295476212306461,0.7295476212306461,0.589253193435827
NTD6,0.0,0.7009379105941506,0.7009379105941506,0.4009442533650061
NTD7,0.0,29.841599999994507,29.841599999994507,11.608689446766439
NTD8,0.0,0.7170052552496038,0.7170052552496038,0.3872214445111671
NTD9,0.0,29.841599999994507,29.841599999994507,11.6125003158468
NTPP1,0.0,29.841599999994507,29.841599999994507,12.386765650150037
NTPP10,0.0,0.0,0.0,0.0
NTPP11,0.0,9.947199999998169,9.947199999998169,3.916571483355826
NTPP3,0.0,29.841599999994507,29.841599999994507,12.076573728685302
NTPP4,0.0,29.841599999994507,29.841599999994507,12.076333202496397
NTPP5,0.0,29.841599999994507,29.841599999994507,11.57740259733479
NTPP9,0.0,13.262933333330848,13.262933333330848,4.646518942333563
NTPTP1,0.0,0.7009379105941502,0.7009379105941502,0.37764759994230823
NTPTP2,0.0,14.920799999997238,14.920799999997238,6.290945031345378
RNDR1,0.003615727535024139,0.7045536381291743,0.7009379105941501,0.40123987526812316
RNDR1b,0.0,0.0,0.0,0.0
RNDR2,0.004210285227277651,0.721215540476881,0.7170052552496033,0.3874971697134815
RNDR2b,0.0,0.0,0.0,0.0
RNDR3,0.004210285227277651,0.8031190951434636,0.798908809916186,0.44607020806020403
RNDR3b,0.0,0.0,0.0,0.0
RNDR4,0.0,0.842386840387815,0.842386840387815,0.6951793779998929
RNDR4b,0.0,0.0,0.0,0.0
RNTR2c,0.0,0.0,0.0,0.0
RNTR3c,0.0,0.0,0.0,0.0
RNTR4c,0.0,0.0,0.0,0.0
TMDS,0.0,0.7331633487656701,0.7331633487656701,0.5922553185922708
UMPK,0.0870256203329885,29.9286256203275,29.841599999994514,1.6349588349839905e-11
UPPRT,0.0,0.0,0.0,0.0
URIDK2r,0.0,29.837984272459487,29.837984272459487,-0.0030021251540892635
XTSNH,0.0,1.6144182844007198,1.6144182844007198,0.6360747544564609
NTP1,0.0,29.841599999994514,29.841599999994514,13.040042223180084
NTP10,0.0,29.841599999994514,29.841599999994514,12.496672927529955
NTP11,0.0,0.0,0.0,0.0
NTP12,0.0,0.0,0.0,0.0
NTP3,0.0,29.841599999994514,29.841599999994514,12.506588903567124
NTP5,0.0,29.841599999994532,29.841599999994532,12.506588903567113
NTPP2,0.0,29.841599999994514,29.841599999994514,12.386698627793228
NTPP6,0.0,29.841599999994514,29.841599999994514,12.501628949273478
NTPP7,0.0,29.841599999994514,29.841599999994514,6.209856005793551
NTPP8,0.0,29.841599999994514,29.841599999994514,10.937929631788238
ATPS4rpp,23.92812351957324,65.21992899216751,41.29180547259427,8.864713316854314
CAT,0.0,0.0,0.0,0.0
CRNCAL2,0.0,0.0,0.0,0.0
CRNDCAL2,0.0,0.0,0.0,0.0
CTBTCAL2,0.0,0.0,0.0,0.0
CYTBD2pp,0.0,33.61012862143682,33.61012862143682,31.862244862796757
CYTBDpp,0.0,33.611380665555195,33.611380665555195,31.961403996676072
CYTBO3_4pp,0.0,33.611380665555195,33.611380665555195,35.17612577406229
DMSOR1pp,0.0,0.0,0.0,0.0
DMSOR2pp,0.0,0.0,0.0,0.0
FDH4pp,0.0,0.0,0.0,0.0
FDH5pp,0.0,0.0,0.0,0.0
G3PD5,0.0,27.272021385659414,27.272021385659414,20.347944227568746
G3PD6,0.0,27.272021385659414,27.272021385659414,27.368886520064503
G3PD7,0.0,27.272021385659414,27.272021385659414,27.368886520064503
HYD1pp,0.0,0.0,0.0,0.0
HYD2pp,0.0,0.0,0.0,0.0
HYD3pp,0.0,0.0,0.0,0.0
LDH_D2,0.0,32.691402152309315,32.691402152309315,27.637450903380177
NADH10,0.0,32.69140215230932,32.69140215230932,19.727079108096202
NADH16pp,0.0,33.545174952487976,33.545174952487976,24.29816999451676
NADH17pp,0.0,33.545174952487976,33.545174952487976,24.298169994516783
NADH18pp,0.0,33.545174952487976,33.545174952487976,24.298169994516766
NADH5,0.0,32.6914021523093,32.6914021523093,28.28957803685978
NADH9,0.0,32.6914021523093,32.6914021523093,28.687409341817837
NADPHQR2,0.0,27.272021385663017,27.272021385663017,27.173072065941838
NADPHQR3,0.0,27.272021385663024,27.272021385663024,27.173072065941838
NADPHQR4,0.0,27.272021385663024,27.272021385663024,27.173072065941838
NO3R1pp,0.0,0.0,0.0,0.0
NO3R2pp,0.0,0.0,0.0,0.0
NTRIR2x,0.0,0.0,0.0,0.0
POX,0.0,13.048207163083276,13.048207163083276,9.54513646147275
PPKr,0.0,28.759010958961653,28.759010958961653,0.0
SPODM,0.0,0.0,0.0,0.0
SUCDi,0.0,33.61138066557292,33.61138066557292,35.06170451943677
TMAOR1pp,0.0,0.0,0.0,0.0
TMAOR2pp,0.0,0.0,0.0,0.0
TRDR,0.07677798072419545,2.460723805455979,2.3839458247317835,2.6019787005151587
L_LACD2,0.0,32.69140215231187,32.69140215231187,26.172426552252364
L_LACD3,0.0,32.69140215231187,32.69140215231187,26.172426552252364
G6PDH2r,0.0,15.498285022622944,15.498285022622944,2.0327955698199958
GND,0.0,15.498285022622944,15.498285022622944,16.34001960943431
PGL,0.0,15.498285022622944,15.498285022622944,16.34001960943431
RPE,0.0,9.980809038217137,9.980809038217137,0.0
RPI,0.0,0.0,0.0,-1.3869794202037156e-11
TALA,0.0,5.049627790424635,5.049627790424635,0.7819002570180089
TKT1,0.0,5.049627790424635,5.049627790424635,0.0
TKT2,0.0,4.931181247792512,4.931181247792512,0.6835545169640795
ADSL1r,0.05585725569227468,13.327035774746083,13.271178519053809,-9.004523349176452e-09
ADSL2r,0.050451897492301626,1.6648701818929197,1.614418284400618,-9.004622825159458e-09
ADSS,0.05585725569227468,13.327035774746077,13.271178519053803,4.649419354005888
AICART,0.08447683672152434,1.6988951211220138,1.6144182844004895,0.024286897052072653
AIRC2,0.050451897492301626,1.6648701818927905,1.6144182844004888,0.6891700386411929
AIRC3,0.0,0.0,0.0,-3.2873757049856067e-09
ASPCT,0.06495366894882997,0.9535876801508657,0.8886340112020358,1.4717759346165742
CTPS2,0.022303559351316917,0.8604551671385985,0.8381516077872816,0.7103036726603905
DHORD2,0.0,0.9535876801507966,0.9535876801507966,1.5257067249389944
DHORD5,0.0,0.9535876801507966,0.9535876801507966,1.5257067249389946
DHORTS,0.0,0.0,0.0,-7.242348942781973e-09
GARFT,0.0,1.6648701818928089,1.6648701818928089,-1.0680138329307027
GART,0.0,29.84159999999201,29.84159999999201,3.877908655672784
GLUPRT,0.05045189749229993,1.6648701818928089,1.614418284400509,0.6891700386411926
GMPS2,0.028619581029249455,9.994371248901043,9.965751667871794,3.9165714833533847
IMPC,0.0,0.0,0.0,-1.1368683772161603e-13
IMPD,0.028619581029250236,1.6430378654298776,1.6144182844006274,0.6856783470427259
OMPDC,0.06495366894882997,0.9535876801508657,0.8886340112020358,1.4717759346165735
ORPT,0.0,0.0,0.0,-2.5759334221220342e-08
PRAGSr,0.05045189749230328,1.6648701818927893,1.614418284400486,-1.781182845661533e-08
PRAIS,0.05045189749230328,1.6648701818927893,1.614418284400486,0.6891700386411933
PRASCSi,0.05045189749230328,1.6648701818927893,1.614418284400486,0.6891700386411933
PRFGS,0.05045189749230328,1.6648701818927893,1.614418284400486,0.6891700386411933
ACALD,0.0,0.0,0.0,-8.657039529680333e-10
ACKr,0.0,29.941190780960667,29.941190780960667,-2.827608032910007
ALCD2x,0.0,0.0,0.0,-9.470113582210615e-11
FHL,0.0,0.0,0.0,0.0
LDH_D,0.0,0.0,0.0,-2.7137048164149746e-10
OAADC,0.0,29.841599999994393,29.841599999994393,10.123843497164833
PTAr,0.0,4.351938850407218,4.351938850407218,2.8276080326791657
LDH,0.0,32.691402152309614,32.691402152309614,26.395065513823432
ASAD,0.0,0.0,0.0,-0.061613523929622716
ASPK,0.38935624823199255,2.0945905339459596,1.705234285713967,0.06161352401155806
DAPDC,0.09470970124389674,1.1417833854542263,1.0470736842103296,1.836479954940601
