id,ec773differernce
PGSA160,0.0
ARGTRS,0.0
TREptspp,0.0
D52DGK,0.0
SUCptsp,0.0
ALATRS,0.0
PGSA180,0.0
ASNTRS,0.0
CYSTRS,0.0
FMETTRS,0.0
EX_fruur_e,0.0
MI1PS,0.0
PGP120abcpp,0.0
PA141abcpp,0.0
PA160abcpp,0.0
PA161abcpp,0.0
PA180abcpp,0.0
PA181abcpp,0.0
PGP140abcpp,0.0
PGSA161,0.0
PGP141abcpp,0.0
PGP160abcpp,0.0
PGP161abcpp,0.0
PGP180abcpp,0.0
PGP181abcpp,0.0
THCDH,0.0
NADDP,0.0
RNDR3b,0.0
MOCOS,0.0
FOMETRi,0.0
ADCS,0.0
EX_ppt_e,0.0
ADOCBIK,0.0
ADOCBLS,0.0
ALATA_D2,0.0
EX_progly_e,0.0
ALATA_L2,0.0
FHL,0.0
AMMQLT8,0.0
AMPMS2,0.0
EX_pydx_e,0.0
BMOCOS,0.0
BTS4,0.0
BWCOS,0.0
CPMPS,0.0
ACPS1,0.0
CPPPGO2,0.0
DB4PS,0.0
DBTS,0.0
DHFS,0.0
DHNCOAS,0.0
DHNCOAT,0.0
DHPPDA2,0.0
DHPS2,0.0
FMNAT,0.0
GLUCYS,0.0
GLYOD,0.0
GTHRDHpp,0.0
GTPCI,0.0
5FTHFC,0.0
ADCL,0.0
ACBIPGT,0.0
ACPPAT161,0.0
FACOAL140t2pp,0.0
FACOAL141t2pp,0.0
FACOAL160t2pp,0.0
FACOAL161t2pp,0.0
FACOAL180t2pp,0.0
FACOAL181t2pp,0.0
FACOAL60t2pp,0.0
FACOAL80t2pp,0.0
ACPPAT180,0.0
INPTH,0.0
MI1PP,0.0
PHETRS,0.0
TDPGDH,0.0
UAGPT3,0.0
EX_ppa_e,0.0
UDCPDP,0.0
UDPGALM,0.0
ACPPAT160,0.0
UGMDDS,0.0
ACPPAT141,0.0
ACPPAT120,0.0
SERTRS2,0.0
TRPTRS,0.0
TYRTRS,0.0
EX_pnto__R_e,0.0
EX_xyl__D_e,0.0
EX_xmp_e,0.0
HETZK,0.0
EX_acgam_e,0.0
EX_tsul_e,0.0
PYDXK,0.0
EX_sucr_e,0.0
PYDXNK,0.0
EX_acmana_e,0.0
RBFSa,0.0
RBFSb,0.0
RZ5PP,0.0
SEPHCHCS,0.0
SUCBZL,0.0
TDPDSH,0.0
TMPK,0.0
TYRL,0.0
EX_tcynt_e,0.0
HPPK2,0.0
EX_tre_e,0.0
ARBTptspp,0.0
EX_tmao_e,0.0
ASPt2rpp,0.0
ASCBptspp,0.0
EX_tma_e,0.0
EX_3ump_e,0.0
EX_3gmp_e,0.0
EX_3cmp_e,0.0
PAPSR2,0.0
ASPabcpp,0.0
PYDAMK,0.0
CHTBSptspp,0.0
EX_uacgam_e,0.0
EX_udpg_e,0.0
EX_rib__D_e,0.0
LIPAMPL,0.0
EX_sbt__D_e,0.0
EX_urea_e,0.0
LIPATPT,0.0
LIPOCT,0.0
LIPOS,0.0
ACGAptspp,0.0
EX_ura_e,0.0
MPTAT,0.0
MPTS,0.0
MPTSS,0.0
EX_ump_e,0.0
NNAM,0.0
NNDMBRT,0.0
NPHS,0.0
OCTDPS,0.0
OCTNLL,0.0
OMBZLM,0.0
EX_udpglcur_e,0.0
EX_skm_e,0.0
EX_udpgal_e,0.0
EX_so3_e,0.0
FACOAL120t2pp,0.0
FACOAL100t2pp,0.0
ACPPAT181,0.0
PROGLYabcpp,0.0
AACPS5,0.0
RNDR1b,0.0
RNDR2b,0.0
ASPt2pp,0.0
RNDR4b,0.0
RNTR2c,0.0
PNTOt4pp,0.0
PYDXtpp,0.0
DSERt2pp,0.0
RIBabcpp,0.0
SBTptspp,0.0
SKMt2pp,0.0
EX_malt_e,0.0
EX_man_e,0.0
EX_cyan_e,0.0
EX_man6p_e,0.0
RNTR3c,0.0
RNTR4c,0.0
SPMDAT2,0.0
NTPP10,0.0
AGPAT180,0.0
AGPAT161,0.0
PROD2,0.0
NTD12,0.0
SPMDAT1,0.0
AGPAT120,0.0
FORt2pp,0.0
EX_no_e,0.0
HYD3pp,0.0
NO3R1pp,0.0
NO3R2pp,0.0
NTRIR2x,0.0
AGPAT141,0.0
SPODM,0.0
EX_no2_e,0.0
EX_no3_e,0.0
EX_o2s_e,0.0
EX_glyc_R_e,0.0
XYLUt2pp,0.0
EX_orot_e,0.0
ASPTRS,0.0
GLNTRS,0.0
HISTRS,0.0
AGPAT140,0.0
TMAOR1pp,0.0
TMAOR2pp,0.0
EX_asp_L_e,0.0
EX_cgly_e,0.0
EX_nmn_e,0.0
EX_nac_e,0.0
SUCptspp,0.0
NTP11,0.0
NTP12,0.0
SPMS,0.0
CAT,0.0
UREAAH,0.0
THMabcpp,0.0
CRNCAL2,0.0
CRNDCAL2,0.0
CTBTCAL2,0.0
AGPAT160,0.0
DMSOR1pp,0.0
EX_cu_e,0.0
EX_cmp_e,0.0
DMSOR2pp,0.0
HYD1pp,0.0
HYD2pp,0.0
BTNAMP,0.0
EX_mnl_e,0.0
TREabcpp,0.0
EX_n2o_e,0.0
