,minimum,maximum,773differernce
PGSA161,0.0,0.0,0.0
PGSA180,0.0,0.0,0.0
PGSA181,0.0,0.0,0.0
GHMT2r,0.24477870923549627,9.722516192269865,9.477737483034367
GLYCK2,0.0,0.0,0.0
PGCD,0.43893060954299623,54.92881553982634,54.489884930283345
PSERT,0.43893060954299623,54.92881553982634,54.489884930283345
PSP_L,0.43893060954299623,54.92881553982634,54.489884930283345
SARCOX,0.0,0.0,0.0
SERD_L,0.0,54.41767079443534,54.41767079443534
ENO,0.0,18.293234656114585,18.293234656114585
FBA,0.0,9.525285432851726,9.525285432851726
FBP,0.0,122.03454788847485,122.03454788847485
GAPD,5.804918535154968,18.804379401505557,12.999460866350589
GLBRAN2,0.0,1000.0,1000.0
GLCP,0.0,1000.0000000000001,1000.0000000000001
GLCP2,0.0,1000.0,1000.0
GLCS1,0.0,1000.0,1000.0
GLGC,0.0,1000.0,1000.0
HEX1,0.0,122.03454788847469,122.03454788847469
PDH,0.0,28.497582381880775,28.497582381880775
PFK,0.0,131.55983332132703,131.55983332132703
PGI,0.0,9.931669302065082,9.931669302065082
PGK,5.804918535155004,18.80437940150626,12.999460866351257
PGM,0.0,18.293234656114382,18.293234656114382
PPS,0.0,122.03454788847455,122.03454788847455
PYK,0.0,130.07577102111225,130.07577102111225
TPI,0.0,9.494554637778794,9.494554637778794
GLYCK,0.0,0.0,0.0
ATPPRT,0.03311132994,4.60075397808607,4.56764264814607
HISTD,0.03311132994,4.60075397808607,4.56764264814607
HISTP,0.03311132994,4.60075397808607,4.56764264814607
HSTPT,0.03311132994,4.60075397808607,4.56764264814607
IG3PS,0.03311132994,4.60075397808607,4.56764264814607
IGPDH,0.03311132994,4.60075397808607,4.56764264814607
PRAMPC,0.03311132994,4.60075397808607,4.56764264814607
PRATPP,0.03311132994,4.60075397808607,4.56764264814607
PRMICI,0.03311132994,4.60075397808607,4.56764264814607
PRPPS,0.16022704791420078,122.26698907223552,122.10676202432131
CA2t3pp,0.0,488.13819155388006,488.13819155388006
CAt6pp,0.0,0.0,0.0
COBALT2abcpp,0.0,7.34740992e-05,7.34740992e-05
COBALT2tpp,0.0,7.34740992e-05,7.34740992e-05
CYANSTpp,0.0,0.0,0.0
FDMO,0.0,0.0,0.0
FE3abcpp,0.0,122.03454788846817,122.03454788846817
FEROpp,0.0,0.005699702844000001,0.005699702844000001
Kabcpp,0.0,97.85562754456662,97.85562754456662
Kt2pp,0.0,244.63906886141763,244.63906886141763
Kt3pp,0.0,244.0690957769372,244.0690957769372
MG2t3_2pp,0.0,0.025332043752000002,0.025332043752000002
MG2uabcpp,0.0,81.3563652589793,81.3563652589793
MN2tpp,0.0,0.0020189696832000003,0.0020189696832000003
NAt3_1p5pp,0.0,162.71273051795856,162.71273051795856
NAt3_2pp,0.0,244.06909577693787,244.06909577693787
NAt3pp,0.0,488.13819155387574,488.13819155387574
NH4tpp,3.6781453737936065,32.33003117117856,28.651885797384956
NI2tpp,0.0,0.000942366924,0.000942366924
NI2uabcpp,0.0,0.000942366924,0.000942366924
NO2t2rpp,0.0,488.1381915538759,488.1381915538759
NO3t7pp,0.0,488.1381915538759,488.1381915538759
O2tpp,5.804975360031683,40.059739847574846,34.25476448754316
PIt2rpp,0.0,488.36179028144704,488.36179028144704
PIuabcpp,0.0,162.71273051795868,162.71273051795868
PPTHpp,0.0,0.0,0.0
SFRD,0.0,0.0,0.0
SO3TRDRD,0.0,7.307779292598304,7.307779292598304
SULabcpp,0.0721508139134893,7.320445454478304,7.248294640564815
ZN2abcpp,0.0,122.03454788846895,122.03454788846895
ZN2t3pp,0.0,488.1381915538798,488.1381915538798
ZN2tpp,0.0,488.139187094323,488.139187094323
ZNabcpp,0.0,97.62783741886459,97.62783741886459
CD2tpp,0.0,0.0,0.0
CU2tpp,0.0020696231304000003,0.0020696231304000003,0.0
FE2tpp,0.019607000184000002,0.7737985672324991,0.7541915670484991
D52DGK,0.0,0.0,0.0
D5GIS,0.0,0.0,0.0
MI1PS,0.0,0.0,0.0
MI2DH,0.0,0.0,0.0
MI2DHT,0.0,0.0,0.0
THCDH,0.0,0.0,0.0
U23GAAT,0.0,0.0,0.0
UAGAAT,0.0,0.0,0.0
ACACT1r,0.0,0.0,0.0
ACCOAC,0.0,123.5984001159687,123.5984001159687
ACOAD1f,0.0,0.0,0.0
ACOAD2f,0.0,0.0,0.0
ACOAD3f,0.0,0.0,0.0
ACOAD4f,0.0,0.0,0.0
ACOAD5f,0.0,0.0,0.0
ACOAD6f,0.0,0.0,0.0
ACOAD7f,0.0,0.0,0.0
ACOAD8f,0.0,0.0,0.0
ACOATA,0.0,0.20809052923428428,0.20809052923428428
KAS14,0.0,0.2080905292342426,0.2080905292342426
KAS15,0.0,0.2080905292343127,0.2080905292343127
MACPD,0.0,122.03454788848126,122.03454788848126
MCOATA,1.5638355040980112,123.59838339257904,122.03454788848103
TDCM_FREE,0.002114905086,0.002114905086,0.0
TMCM_FREE,0.005517133335,0.005517133335,0.0
ACHACB,0.0,0.0,0.0
AHCYSNS,0.0,0.0,0.0
CYSTL,0.0374320003473,3.346505612732879,3.3090736123855793
HSST,0.0,3.346505612733498,3.346505612733498
METAT,0.0001194531273,0.0001194531273,0.0
METS,0.0374320003473,3.346505612732879,3.3090736123855793
METSOXR1,0.0,0.0,0.0
SHSL1,0.0,3.32521994716554,3.32521994716554
GLYOX,0.0,0.0,0.0
LGTHL,0.0,0.0,0.0
MCTP1App,0.0,0.0,0.0
MCTP1Bpp,0.0,0.0,0.0
MCTP2App,0.0,0.0,0.0
MDDCP3pp,0.0,0.0,0.0
MDDCP4pp,0.0,0.0,0.0
MDDCP5pp,0.0,0.0,0.0
MPTG,0.0,0.0,0.0
MPTG2,0.0,0.0,0.0
AGM4PApp,0.0,0.0,0.0
NHFRBO,0.0,0.0,0.0
NO3R1bpp,0.0,0.0,0.0
NO3R2bpp,0.0,0.0,0.0
NTRIR3pp,0.0,0.0,0.0
NTRIR4pp,0.0,0.0,0.0
3NTD2pp,0.0,0.0,0.0
3NTD4pp,0.0,0.0,0.0
3NTD7pp,0.0,0.0,0.0
3NTD9pp,0.0,0.0,0.0
ADK1,0.0,1000.0,1000.0
ADK2,0.0,122.03102924744749,122.03102924744749
ADK3,0.0,999.8624040469746,999.8624040469746
ADK4,0.0,0.0,0.0
ADNCYC,0.0,0.0,0.0
ADNK1,0.0,122.03454788851064,122.03454788851064
ADPRDP,0.0,0.0,0.0
ADPT,0.0,122.03454788853,122.03454788853
AMPN,0.0,122.03454788853003,122.03454788853003
AP5AH,0.0,0.0,0.0
ATPHs,0.0,54.417670794450984,54.417670794450984
CYTDK2,0.0,122.03454788850479,122.03454788850479
CYTK1,0.0,122.04912460441419,122.04912460441419
CYTK2,0.0,122.03045065434463,122.03045065434463
DCTPD,0.0,3.223867725720566,3.223867725720566
DGK1,0.0,122.03045065434466,122.03045065434466
DTMPK,0.0,122.03454788850466,122.03454788850466
DURIK1,0.0,122.03454788850466,122.03454788850466
DUTPDP,0.0,122.03454788850468,122.03454788850468
GK1,0.027851111910000004,122.06239900041473,122.03454788850473
GP4GH,0.0,0.0,0.0
GSNHYDRO,0.0,61.01727394425238,61.01727394425238
GSNK,0.0,122.03454788850472,122.03454788850472
GTPHs,0.0,40.67818262950157,40.67818262950157
GUAPRT,0.0,61.01727394425237,61.01727394425237
HXPRT,0.0,61.01727394425238,61.01727394425238
INSH,0.0,61.0263007112334,61.0263007112334
NDPK1,0.0,1000.0,1000.0
NDPK2,0.4368105437516998,122.49283772601147,122.05602718225977
NDPK3,0.0,122.04502737025406,122.04502737025406
NDPK4,0.0,122.03454788850468,122.03454788850468
NDPK5,0.0,122.03454788850468,122.03454788850468
NDPK6,0.0,122.03454788850466,122.03454788850466
NDPK7,0.0,122.03454788850466,122.03454788850466
NDPK8,0.0,122.03454788850466,122.03454788850466
NNATr,0.0012184252739899648,0.0012184252740019895,1.2024669454602233e-14
NTD1,0.0,122.03454788850466,122.03454788850466
NTD10,0.0,6.338878927688383,6.338878927688383
NTD11,0.0,61.02630071123336,61.02630071123336
NTD12,0.0,0.0,0.0
NTD2,0.0,3.589528319236142,3.589528319236142
NTD3,0.0,3.1753519747088963,3.1753519747088963
NTD4,0.0,122.03454788850475,122.03454788850475
NTD5,0.0,2.908024780303407,2.908024780303407
NTD6,0.0,2.756456805039764,2.756456805039764
NTD7,0.0,122.03454788850117,122.03454788850117
NTD8,0.0,2.8257653051139515,2.8257653051139515
NTD9,0.0,122.03454788850105,122.03454788850105
NTPP1,0.0,122.03454788850105,122.03454788850105
NTPP10,0.0,0.0,0.0
NTPP11,0.0,40.67818262950035,40.67818262950035
NTPP3,0.0,122.03454788850105,122.03454788850105
NTPP4,0.0,122.03454788850102,122.03454788850102
NTPP5,0.0,122.03454788850102,122.03454788850102
NTPP9,0.0,54.41767079444692,54.41767079444692
NTPTP1,0.0,2.767771148005404,2.767771148005404
NTPTP2,0.0,61.0172739442505,61.0172739442505
RNDR1,0.0035186410349999997,2.759975446074619,2.756456805039619
RNDR1b,0.0,0.0,0.0
RNDR2,0.00409723416,2.8298625392739503,2.82576530511395
RNDR2b,0.0,0.0,0.0
RNDR3,0.004097234159989346,3.227964959880419,3.22386772572043
RNDR3b,0.0,0.0,0.0
RNDR4,0.0,3.3993163094330945,3.3993163094330945
RNDR4b,0.0,0.0,0.0
RNTR2c,0.0,0.0,0.0
RNTR3c,0.0,0.0,0.0
RNTR4c,0.0,0.0,0.0
TMDS,0.0,2.9115434213382474,2.9115434213382474
UMPK,0.0846888809606988,122.11923676946162,122.03454788850092
UPPRT,0.0,0.0,0.0
URIDK2r,0.0,122.03102924746601,122.03102924746601
XTSNH,0.0,6.338878927688048,6.338878927688048
NTP1,0.0,122.03454788849986,122.03454788849986
NTP10,0.0,122.03454788849986,122.03454788849986
NTP11,0.0,0.0,0.0
NTP12,0.0,0.0,0.0
NTP3,0.0,122.03454788849986,122.03454788849986
NTP5,0.0,122.03454788849986,122.03454788849986
NTPP2,0.0,122.03454788849986,122.03454788849986
NTPP6,0.0,122.03454788849986,122.03454788849986
NTPP7,0.0,122.03454788849986,122.03454788849986
NTPP8,0.0,122.03454788849986,122.03454788849986
ATPS4rpp,7.164487593989998,172.75019685178933,165.58570925779932
CAT,0.0,0.0,0.0
CRNCAL2,0.0,0.0,0.0
CRNDCAL2,0.0,0.0,0.0
CTBTCAL2,0.0,0.0,0.0
CYTBD2pp,0.0,80.10686186420432,80.10686186420432
CYTBDpp,0.0,80.10808028947832,80.10808028947832
CYTBO3_4pp,0.0,80.10808028947835,80.10808028947835
DMSOR1pp,0.0,0.0,0.0
DMSOR2pp,0.0,0.0,0.0
FDH4pp,0.0,0.0,0.0
FDH5pp,0.0,0.0,0.0
G3PD5,0.0,80.04365227699866,80.04365227699866
G3PD6,0.0,80.04365227699866,80.04365227699866
G3PD7,0.0,80.04365227699866,80.04365227699866
HYD1pp,0.0,0.0,0.0
HYD2pp,0.0,0.0,0.0
HYD3pp,0.0,0.0,0.0
LDH_D2,0.0,80.04365227699834,80.04365227699834
NADH10,0.0,80.04365227699833,80.04365227699833
NADH16pp,0.0,80.04365227699842,80.04365227699842
NADH17pp,0.0,80.04365227699843,80.04365227699843
NADH18pp,0.0,80.04365227699837,80.04365227699837
NADH5,0.0,80.04365227699829,80.04365227699829
NADH9,0.0,80.04365227699864,80.04365227699864
NADPHQR2,0.0,80.04365227699873,80.04365227699873
NADPHQR3,0.0,80.04365227699873,80.04365227699873
NADPHQR4,0.0,80.04365227699886,80.04365227699886
NO3R1pp,0.0,0.0,0.0
NO3R2pp,0.0,0.0,0.0
NTRIR2x,0.0,0.0,0.0
POX,0.0,28.497582381882413,28.497582381882413
PPKr,0.0,120.98102762541703,120.98102762541703
SPODM,0.0,0.0,0.0
SUCDi,0.0,80.10808028948102,80.10808028948102
TMAOR1pp,0.0,0.0,0.0
TMAOR2pp,0.0,0.0,0.0
TRDR,0.07471640242350103,7.323011042992128,7.248294640568627
L_LACD2,0.0,80.04365227699853,80.04365227699853
L_LACD3,0.0,80.04365227699853,80.04365227699853
G6PDH2r,0.0,38.781740191512675,38.781740191512675
GND,0.0,38.781740191512675,38.781740191512675
PGL,0.0,38.781740191512675,38.781740191512675
RPE,0.0,25.51254747306035,25.51254747306035
RPI,0.0,0.0,0.0
TALA,0.0,12.813906793960836,12.813906793960836
TKT1,0.0,12.813906793960836,12.813906793960836
TKT2,0.0,12.698640679099539,12.698640679099539
ADSL1r,0.05435742325162174,54.4793970070692,54.42503958381758
ADSL2r,0.04909720522162201,6.387976132908373,6.338878927686752
ADSS,0.05435742325161963,54.47939700706912,54.4250395838175
AICART,0.08220853516161972,6.421087462848376,6.338878927686756
AIRC2,0.04909720522162201,6.387976132908376,6.338878927686754
AIRC3,0.0,0.0,0.0
ASPCT,0.06320958720569993,3.675762703378738,3.612553116173038
CTPS2,0.021704682778199993,3.4168994805441546,3.3951947977659547
DHORD2,0.0,3.675762703378736,3.675762703378736
DHORD5,0.0,3.675762703378736,3.675762703378736
DHORTS,0.0,0.0,0.0
GARFT,0.0,6.3879761329084435,6.3879761329084435
GART,0.0,122.03454788849989,122.03454788849989
GLUPRT,0.04909720522161937,6.387976132908445,6.338878927686826
GMPS2,0.027851111910000004,40.72408727537187,40.69623616346187
IMPC,0.0,0.0,0.0
IMPD,0.02785111190999884,6.366730039597943,6.3388789276879445
OMPDC,0.06320958720570356,3.6757627033787648,3.612553116173061
ORPT,0.0,0.0,0.0
PRAGSr,0.04909720522162037,6.3879761329084435,6.338878927686823
PRAIS,0.04909720522162037,6.3879761329084435,6.338878927686823
PRASCSi,0.04909720522162037,6.3879761329084435,6.338878927686823
PRFGS,0.04909720522162037,6.3879761329084435,6.338878927686823
ACALD,0.0,0.0,0.0
ACKr,0.0,122.13146454088047,122.13146454088047
ALCD2x,0.0,0.0,0.0
FHL,0.0,0.0,0.0
LDH_D,0.0,0.0,0.0
OAADC,0.0,122.03454788850027,122.03454788850027
PTAr,0.0,12.830330078123554,12.830330078123554
LDH,0.0,80.04365227699776,80.04365227699776
ASAD,0.0,0.0,0.0
ASPK,0.3789015790023,7.455400265496003,7.076498686493703
DAPDC,0.09216663534,4.437385127046655,4.345218491706655
DAPDH,0.0,4.458864420801655,4.458864420801655
DAPE,0.0,4.029416569211131,4.029416569211131
DHDPRy,0.113645929095,4.458864420801655,4.345218491706655
DHDPS,0.113645929095,4.458864420801655,4.345218491706655
HSDy,0.0,0.0,0.0
HSK,0.22782364956,6.832555756954122,6.604732107394121
SDPDS,0.0,4.029416569211129,4.029416569211129
SDPTA,0.0,0.0,0.0
THDPS,0.0,4.029416569211128,4.029416569211128
THRS,0.22782364956,6.832555756954123,6.604732107394122
26DAHtex,0.0,0.0,0.0
3AMPtex,0.0,0.0,0.0
3CMPtex,0.0,0.0,0.0
3GMPtex,0.0,0.0,0.0
3UMPtex,0.0,0.0,0.0
ABUTt2pp,0.0,488.13819155398994,488.13819155398994
ABUTtex,0.0,0.0,0.0
ACALDtpp,0.0,0.0,0.0
ACGAM1Ptex,0.0,0.0,0.0
ACGAptspp,0.0,0.0,0.0
ACGAtex,0.0,0.0,0.0
ACMANAptspp,0.0,0.0,0.0
ACMANAtex,0.0,0.0,0.0
ACMUMptspp,0.0,0.0,0.0
ACSERtex,0.0,0.0,0.0
ACt2rpp,0.0,0.0,0.0
ADEt2rpp,0.0,0.0,0.0
ADNt2rpp,0.0,0.0,0.0
AKGt2rpp,0.0,0.0,0.0
ALAabcpp,0.0,122.03454788849734,122.03454788849734
ALAALAabcpp,0.0,122.03454788849734,122.03454788849734
ALAALAtex,0.0,0.0,0.0
ALAtex,0.0,0.0,0.0
AMPtex,0.0,0.0,0.0
ARBabcpp,0.0,97.62763831080748,97.62763831080748
ARBt3ipp,0.0,97.62763831080748,97.62763831080748
ARBTptspp,0.0,0.0,0.0
ARGabcpp,0.0,97.62763831080748,97.62763831080748
ARGORNt7pp,0.0,244.06909577701853,244.06909577701853
ARGt3pp,0.0,244.06909577701853,244.06909577701853
ASCBptspp,0.0,0.0,0.0
ASNabcpp,0.0,162.71273051801242,162.71273051801242
ASNt2rpp,0.0,0.0,0.0
ASPabcpp,0.0,0.0,0.0
ASPt2pp,0.0,0.0,0.0
ASPt2rpp,0.0,0.0,0.0
BALAt2pp,0.0,488.1381915540372,488.1381915540372
BALAtex,0.0,0.0,0.0
BCCPE,0.0,0.0,0.0
CGLYabcpp,0.0,122.03454788850954,122.03454788850954
CGLYtex,0.0,0.0,0.0
CHTBSptspp,0.0,0.0,0.0
CITt3pp,0.0,488.13819155403735,488.13819155403735
CITt7pp,0.0,244.06909577701774,244.06909577701774
CITtex,0.0,488.13819155403706,488.13819155403706
CLt3_2pp,0.007599697128,0.007599697128,0.0
CRNabcpp,0.0,162.71273051801253,162.71273051801253
CRNDabcpp,0.0,162.71273051801282,162.71273051801282
CRNDt2rpp,0.0,1000.0,1000.0
CRNt2rpp,0.0,0.0,0.0
CRNt8pp,0.0,1000.0,1000.0
CTBTabcpp,0.0,162.71273051801109,162.71273051801109
CTBTt2rpp,0.0,0.0,0.0
CUt3,0.0,488.13819155400057,488.13819155400057
CUtex,0.0,488.13819155400057,488.13819155400057
CYANtex,0.0,0.0,0.0
CYSabc2pp,0.0,61.01727394425009,61.01727394425009
CYSabcpp,0.0,122.03454788850019,122.03454788850019
CYStpp,0.0,122.03454788850019,122.03454788850019
CYTDt2pp,0.0,1000.0,1000.0
CYTDt2rpp,0.0,0.0,0.0
DADNtex,0.0,0.0,0.0
DALAt2pp,0.0,488.1381915540011,488.1381915540011
DALAtex,0.0,0.0,0.0
DAMPtex,0.0,0.0,0.0
DAPabcpp,0.0,122.0345478885001,122.0345478885001
DCMPtex,0.0,0.0,0.0
DCYTtex,0.0,0.0,0.0
DGMPtex,0.0,0.0,0.0
DGSNtex,0.0,0.0,0.0
DHAtpp,0.0,0.0,0.0
DIMPtex,0.0,0.0,0.0
DINStex,0.0,0.0,0.0
D_LACt2pp,0.0,0.0,0.0
DMSOtex,0.0,0.0,0.0
DMStex,0.0,0.0,0.0
DSERt2pp,0.0,0.0,0.0
DTMPtex,0.0,0.0,0.0
DUMPtex,0.0,0.0,0.0
DURIt2pp,0.0,488.13819155400057,488.13819155400057
DURItex,0.0,0.0,0.0
ETHAtex,0.0,0.0,0.0
ETOHtrpp,0.0,0.0,0.0
EX_biomass,0.45,0.45,0.0
EX_BIOTIN,0.0,0.0,0.0
EX_cl,0.0,0.0,0.0
F6Pt6_2pp,0.0,244.06909577700043,244.06909577700043
F6Ptex,0.0,0.0,0.0
FE3DHBZStonex,0.0,0.0,0.0
FE3tex,0.0,0.022798811376000004,0.022798811376000004
FRUpts2pp,0.0,0.0,0.0
FRUtex,0.0,0.0,0.0
FRUURt2rpp,0.0,0.0,0.0
FUMt2_2pp,0.0,244.06909577700043,244.06909577700043
FUMt2_3pp,0.0,162.71273051800117,162.71273051800117
FUMtex,0.0,0.0,0.0
G1Ptex,0.0,0.0,0.0
G3PCabcpp,0.0,0.0,0.0
G3PEabcpp,0.0,122.03454788850014,122.03454788850014
G3PEtex,0.0,0.0,0.0
G3PGabcpp,0.0,122.0345478884989,122.0345478884989
G3PGtex,0.0,0.0,0.0
G3PIabcpp,0.0,122.03454788849885,122.03454788849885
G3PItex,0.0,0.0,0.0
G3PSabcpp,0.0,122.03454788849882,122.03454788849882
G3PStex,0.0,0.0,0.0
G6Pt6_2pp,0.0,244.0690957769976,244.0690957769976
G6Ptex,0.0,0.0,0.0
GAL1Ptex,0.0,0.0,0.0
GALTptspp,0.0,0.0,0.0
GAM6Pt6_2pp,0.0,244.06909577699756,244.06909577699756
GAMAN6Ptex,0.0,0.0,0.0
GAMptspp,0.0,0.0,0.0
GAMtex,0.0,0.0,0.0
GLCabcpp,0.0,10.000000000000005,10.000000000000005
GLCNt2rpp,0.0,0.0,0.0
GLCptspp,0.0,10.0,10.0
GLCUR1Ptex,0.0,0.0,0.0
GLCURt2rpp,0.0,0.0,0.0
GLNabcpp,0.0,162.71273051799844,162.71273051799844
GLNt2rpp,0.0,0.0,0.0
GLUabcpp,0.0,122.03454788849879,122.03454788849879
GLUt4pp,0.0,1000.0,1000.0
GLUtex,0.0,0.0,0.0
GLYALDtpp,0.0,0.0,0.0
GLYBabcpp,0.0,0.0,0.0
GLYC2Pabcpp,0.0,0.0,0.0
GLYC3Pabcpp,0.0,122.03454788849989,122.03454788849989
GLYC3Pt6pp,0.0,488.13819155399955,488.13819155399955
GLYC3Ptex,0.0,0.0,0.0
GLYCAt2rpp,0.0,0.0,0.0
GLYCtpp,0.0,8.129474332860578,8.129474332860578
GLYtex,0.0,0.0,0.0
GMPtex,0.0,0.0,0.0
GSNt2pp,0.0,488.1381915539882,488.1381915539882
GSNtex,0.0,0.0,0.0
GTHRDabc2pp,0.0,122.03454788850034,122.03454788850034
GTHRDabcpp,0.0,122.03454788849922,122.03454788849922
GTHRDtex,0.0,122.03454788850098,122.03454788850098
GUAt2pp,0.0,488.1381915540011,488.1381915540011
GUAtpp,0.0,0.0,0.0
H2Otpp,0.0,0.0,0.0
H2St1pp,0.0,1000.0,1000.0
H2Stex,0.0,1000.0,1000.0
H2tpp,0.0,0.0,0.0
HISabcpp,0.0,162.71273051799932,162.71273051799932
HISt2rpp,0.0,0.0,0.0
HOMt2pp,0.0,488.1381915539971,488.1381915539971
HOMtex,0.0,488.1381915539971,488.1381915539971
HYXNtpp,0.0,0.0,0.0
ILEt2rpp,0.0,0.0,0.0
INDOLEt2pp,0.0,1000.0,1000.0
INDOLEt2rpp,0.0,1000.0,1000.0
INSt2pp,0.0,1000.0,1000.0
INSt2rpp,0.0,0.0,0.0
LEUt2rpp,0.0,0.0,0.0
L_LACt2rpp,0.0,0.0,0.0
LYSabcpp,0.0,162.71273051800583,162.71273051800583
LYSt2pp,0.0,244.06909577705122,244.06909577705122
LYSt3pp,0.0,244.06909577705122,244.06909577705122
MALt3pp,0.0,9.712841334403997,9.712841334403997
MALTabcpp,0.0,0.0,0.0
MALTptspp,0.0,0.0,0.0
MAN6Pt6_2pp,0.0,0.0,0.0
MANptspp,0.0,0.0,0.0
METabcpp,0.0,162.71273051801154,162.71273051801154
METt2rpp,0.0,0.0,0.0
MNLptspp,0.0,0.0,0.0
MNt2pp,0.0,0.0020189696832000003,0.0020189696832000003
NACtpp,0.0,0.0,0.0
NAtex,0.0,488.15339094829085,488.15339094829085
NMNt7pp,0.0,0.0,0.0
NO3tex,0.0,0.0,0.0
NOtex,0.0,0.0,0.0
O2Stex,0.0,0.0,0.0
ORNabcpp,0.0,97.627638310807,97.627638310807
OROTt2_2pp,0.0,0.0,0.0
PA120abcpp,0.0,0.0,0.0
PA140abcpp,0.0,0.0,0.0
PA141abcpp,0.0,0.0,0.0
PA160abcpp,0.0,0.0,0.0
PA161abcpp,0.0,0.0,0.0
PA180abcpp,0.0,0.0,0.0
PA181abcpp,0.0,0.0,0.0
PGP120abcpp,0.0,0.0,0.0
PGP140abcpp,0.0,0.0,0.0
PGP141abcpp,0.0,0.0,0.0
PGP160abcpp,0.0,0.0,0.0
PGP161abcpp,0.0,0.0,0.0
PGP180abcpp,0.0,0.0,0.0
PGP181abcpp,0.0,0.0,0.0
PHEMEabcpp,0.0,0.7283952443789796,0.7283952443789796
PHEMEtiex,0.0,0.7313927556727204,0.7313927556727204
PHEt2rpp,0.0,0.0,0.0
PNTOt4pp,0.0,0.0,0.0
PROabcpp,0.0,97.6276383108083,97.6276383108083
PROGLYabcpp,0.0,0.0,0.0
PROt3pp,0.0,488.13819155402956,488.13819155402956
PROt4pp,0.0,488.13819155402956,488.13819155402956
PSERtex,0.0,0.0,0.0
PTRCORNt7pp,0.0,0.0,0.0
PTRCt2pp,0.0,244.06909577701737,244.06909577701737
PYDXtpp,0.0,0.0,0.0
PYRt2rpp,0.0,0.0,0.0
RIBabcpp,0.0,0.0,0.0
SBTptspp,0.0,0.0,0.0
SERabcpp,0.0,97.6276383108069,97.6276383108069
SERt3pp,0.0,97.6276383108069,97.6276383108069
SKMt2pp,0.0,0.0,0.0
SPMDabcpp,0.0,97.62763831080701,97.62763831080701
SPMDt3pp,0.0,97.62763831080701,97.62763831080701
SUCCt2_2pp,0.0,244.06909577701765,244.06909577701765
SUCCt2_3pp,0.0,162.71273051801145,162.71273051801145
SUCCt3pp,0.0,162.71273051801148,162.71273051801148
SUCptspp,0.0,0.0,0.0
THMabcpp,0.0,0.0,0.0
THMDt2pp,0.0,1000.0,1000.0
THMDt2rpp,0.0,0.0,0.0
THRabcpp,0.0,97.62763831080679,97.62763831080679
THRt2pp,0.0,97.62763831080679,97.62763831080679
TREabcpp,0.0,0.0,0.0
TREptsp,0.0,65.03788551057383,65.03788551057383
TREptspp,0.0,0.0,0.0
TRPabcpp,0.0,162.7127305180118,162.7127305180118
TRPt2rpp,0.0,0.0,0.0
TYRt2rpp,0.0,0.0,0.0
URAt2pp,0.0,1000.0,1000.0
URAt2rpp,0.0,0.0,0.0
UREAtpp,0.0,0.0,0.0
URIt2pp,0.0,1000.0,1000.0
URIt2rpp,0.0,0.0,0.0
VALt2rpp,0.0,0.0,0.0
XANt2pp,0.0,488.1381915540152,488.1381915540152
XANtpp,0.0,0.0,0.0
XTSNt2rpp,0.0,0.0,0.0
XYLUt2pp,0.0,0.0,0.0
CO2tpp,1.4134342531788595,41.36004128693853,39.946607033759676
FORt2pp,0.0,0.0,0.0
Biotinabcpp,0.0,122.03454788850449,122.03454788850449
Biotint3pp,0.0,488.13819155401796,488.13819155401796
Biotintpp,0.0,488.13819262334084,488.13819262334084
ALATRS,0.0,0.0,0.0
ARGTRS,0.0,0.0,0.0
ASNTRS,0.0,0.0,0.0
ASPTRS,0.0,0.0,0.0
CYSTRS,0.0,0.0,0.0
FMETTRS,0.0,0.0,0.0
GLNTRS,0.0,0.0,0.0
GLUTRS,0.0,5.8511420453815335,5.8511420453815335
GLYTRS,0.0,0.0,0.0
HISTRS,0.0,0.0,0.0
ILETRS,0.0,0.0,0.0
LEUTRS,0.0,0.0,0.0
LYSTRS,0.0,0.0,0.0
METTRS,0.0,0.0,0.0
PHETRS,0.0,0.0,0.0
PROTRS,0.0,0.0,0.0
SERTRS,0.0,0.0,0.0
SERTRS2,0.0,0.0,0.0
THRTRS,0.0,0.0,0.0
TRPTRS,0.0,0.0,0.0
TYRTRS,0.0,0.0,0.0
VALTRS,0.0,0.0,0.0
ANPRT,0.013590500274,2.908776025711533,2.8951855254375327
ANS,0.013590500274,2.908776025711533,2.8951855254375327
CHORM,0.10155616146000002,3.0544530262750267,2.9528968648150267
CHORS,0.11526611486130002,3.068162979676327,2.9528968648150267
DDPA,0.11526611486130002,3.068162979676327,2.9528968648150267
DHQS,0.11526611486130002,3.068162979676327,2.9528968648150267
DHQTi,0.11526611486130002,3.068162979676327,2.9528968648150267
IGPS,0.0,2.9087760257115334,2.9087760257115334
PHETA1,0.06325652268000001,2.905970668658645,2.8427141459786447
PPND,0.03829963878,2.9911965035950265,2.9528968648150267
PPNDH,0.06325652268000001,2.905970668658645,2.8427141459786447
PRAIi,0.013590500274,2.9087760257115334,2.895185525437533
PSCVT,0.11526611486130002,3.0681629796763272,2.952896864815027
SHK3Dr,0.11526611486130002,3.0681629796763272,2.952896864815027
SHKK,0.11526611486130002,3.0681629796763272,2.952896864815027
TRPS1,0.0,2.3043687381846256,2.3043687381846256
TRPS2,0.0,2.3043687381846256,2.3043687381846256
TRPS3,0.0,2.9087760257115334,2.9087760257115334
TYRRRpp,0.0,162.71273051800588,162.71273051800588
TYRTA,0.03829963878,2.991196503595027,2.952896864815027
INPSHE,0.0,2.8930698916634148,2.8930698916634148
