gene_start	gene_stop	gene_id	normalized_counts
778711	777155	Cgl0740	1637.64627
779014	779913	Cgl0741	1179.488888
780128	781174	Cgl0742	2211.941221
781468	781878	Cgl0743	914.1837995
782617	782159	Cgl0744	318.5792029
782712	783104	Cgl0745	1259.400059
783184	784560	Cgl0746	4407.900208
784635	785642	Cgl0747	1694.116831
785643	786827	Cgl0748	1768.700591
786896	787048	Cgl0749	19.17868111
787624	787986	Cgl0750	519.9553545
788196	788549	Cgl0751	1222.10818
788672	790096	Cgl0752	6405.67949
790096	790707	Cgl0753	1474.627481
790732	791412	Cgl0754	2189.566093
791512	793011	Cgl0755	1726.0813
793008	794714	Cgl0756	1635.515306
794714	795304	Cgl0757	641.4203349
795447	795289	Cgl0758	5.327411419
795448	796113	Cgl0759	14368.0286
796250	798787	Cgl0760	9738.508074
799020	799694	Cgl0761	1181.619853
799697	800203	Cgl0762	1468.234587
801194	800205	Cgl0763	1647.235611
802479	801187	Cgl0764	2496.424991
802649	803131	Cgl0765	372.9187993
804240	803128	Cgl0766	18.11319882
804408	805028	Cgl0767	2339.799095
805792	805532	Cgl0768	4908.676882
806318	806740	Cgl0769	73.51827758
807939	806737	Cgl0770	657.4025691
809217	807943	Cgl0771	1072.94066
809286	809513	Cgl0772	2083.017865
809549	810397	Cgl0773	2287.590463
810405	811166	Cgl0774	1119.82188
811170	814220	Cgl0775	844.9274511
814204	817425	Cgl0776	1241.286861
817519	818526	Cgl0777	689.3670376
818523	819239	Cgl0778	713.8731302
819254	821290	Cgl0779	903.5289767
822079	822672	Cgl0780	24.50609253
822105	821287	Cgl0781	23.44061024
824125	822677	Cgl0782	2752.140739
824190	825242	Cgl0783	853.4513093
825916	825239	Cgl0784	1232.763002
826517	825993	Cgl0785	714.9386124
826616	829573	Cgl0786	819.3558762
830985	829624	Cgl0787	44.75025592
831021	831974	Cgl0788	7131.272926
831971	832573	Cgl0789	5596.978437
833157	832792	Cgl0790	231.2096556
833572	834636	Cgl0791	1349.966054
834888	835391	Cgl0792	18.11319882
835253	835840	Cgl0793	25.57157481
837312	838895	Cgl0794	1361.686359
838925	839356	Cgl0795	1686.658455
839630	840142	Cgl0796	486.9254037
840431	840207	Cgl0797	59.66700789
840745	840434	Cgl0798	202.4416339
842296	841514	Cgl0799	1132.607668
843124	842303	Cgl0800	449.6335238
843257	844363	Cgl0801	1663.217845
844495	845184	Cgl0802	1072.94066
845198	846100	Cgl0803	860.9096853
846137	846631	Cgl0804	1140.066044
846632	846985	Cgl0805	362.2639765
847727	848029	Cgl0806	37.29187993
849323	848496	Cgl0807	170.4771654
850243	849323	Cgl0808	317.5137206
850999	850409	Cgl0809	315.382756
851351	852367	Cgl0810	8271.338969
852618	853619	Cgl0811	2002.041211
853783	854727	Cgl0812	1631.253377
854724	855479	Cgl0813	1438.401083
861544	862755	Cgl0814	127.8578741
863391	862750	Cgl0815	816.1594294
865066	863393	Cgl0816	1182.685335
867317	865116	Cgl0817	589.2117029
867353	867574	Cgl0818	4575.180927
868399	867800	Cgl0819	19931.97708
868938	869321	Cgl0820	1487.413268
869903	869376	Cgl0821	1272.185847
870691	869915	Cgl0822	785.2604432
871419	870718	Cgl0823	422.9964667
871738	873213	Cgl0824	1956.225473
873213	874043	Cgl0825	754.3614569
874944	874066	Cgl0826	1282.84067
875883	874948	Cgl0827	3448.966153
877112	875982	Cgl0828	6050.87389
877838	879151	Cgl0829	27597.05663
879276	879632	Cgl0830	5505.34696
881114	879639	Cgl0831	2186.369646
881647	881988	Cgl0832	10689.98375
881995	883650	Cgl0833	38681.26883
883726	884544	Cgl0834	436.8477364
885388	884546	Cgl0835	3794.182413
885672	894581	Cgl0836	35063.95648
894703	895194	Cgl0837	839.6000396
895408	895596	Cgl0838	126.7923918
896642	895593	Cgl0839	3650.342304
897144	896716	Cgl0840	247.1918898
897423	897692	Cgl0841	2962.040749
897963	897724	Cgl0842	660.599016
898434	897976	Cgl0843	908.8563881
899231	898431	Cgl0844	2242.840207
900008	899250	Cgl0845	1833.69501
900043	904605	Cgl0846	1045.23812
904615	905385	Cgl0847	251.453819
905389	905799	Cgl0848	605.1939372
906391	905789	Cgl0849	122.5304626
907731	906556	Cgl0850	681.9086616
909378	907756	Cgl0851	4356.757058
910696	909518	Cgl0852	37.29187993
911163	910852	Cgl0853	1216.780768
911226	913517	Cgl0854	1331.852855
915699	913474	Cgl0855	472.0086517
916364	915696	Cgl0856	59.66700789
916874	916365	Cgl0857	147.0365552
917680	916967	Cgl0858	13011.66965
917928	919355	Cgl0859	946.148268
919330	919959	Cgl0860	3987.034706
919967	921529	Cgl0861	9428.452729
921594	922415	Cgl0862	747.9685632
923061	922393	Cgl0863	1353.1625
923464	923135	Cgl0864	469.8776872
924407	924156	Cgl0866	21910.57768
924727	924422	Cgl0867	28676.39019
924895	924731	Cgl0868	29396.65621
925134	924898	Cgl0869	31443.44768
926935	925322	Cgl0870	365.4604233
927242	926928	Cgl0871	133.1852855
927474	927740	Cgl0872	18797.23845
927752	927925	Cgl0873	8825.389757
928117	928815	Cgl0874	1713.295512
928884	930251	Cgl0875	966.3924314
930410	931651	Cgl0876	1184.8163
931706	932293	Cgl0877	2485.770168
932290	932490	Cgl0878	1321.198032
932974	932567	Cgl0879	4882.039824
933710	933057	Cgl0880	1092.119341
934302	933730	Cgl0881	752.2304924
934423	935322	Cgl0882	2447.412806
935351	936610	Cgl0883	2202.351881
936615	937277	Cgl0884	895.0051184
937382	938404	Cgl0885	4914.004293
938427	939629	Cgl0886	676.5812502
939686	940093	Cgl0887	739.444705
940041	940757	Cgl0888	701.0873427
940759	941928	Cgl0889	2892.784401
943940	942378	Cgl0890	1325.459961
944009	944836	Cgl0891	445.3715946
944996	946783	Cgl0892	12699.48334
946840	948672	Cgl0893	6163.815012
948791	950842	Cgl0894	450.6990061
951460	950825	Cgl0895	122.5304626
952991	951831	Cgl0896	25.57157481
953973	954269	Cgl0898	199.2451871
954277	954756	Cgl0899	53.27411419
954941	955357	Cgl0900	14.91675197
957398	955683	Cgl0901	2805.414853
958683	957841	Cgl0902	628.6345474
959403	959182	Cgl0903	15.98223426
960081	960377	Cgl0904	180.066506
960385	960864	Cgl0905	83.10761814
961297	961656	Cgl0906	104.4172638
961629	962252	Cgl0907	165.149754
962809	963642	Cgl0908	731.986329
963864	964937	Cgl0909	6675.246508
964974	965855	Cgl0910	2366.436152
965852	966787	Cgl0911	625.4381006
966828	968663	Cgl0912	1701.575207
968667	969461	Cgl0913	383.5736222
969940	969458	Cgl0914	431.5203249
970029	970352	Cgl0915	3095.226034
970418	970741	Cgl0916	3577.889509
970864	971826	Cgl0917	6033.826173
973035	972241	Cgl0918	1096.38127
973139	974158	Cgl0919	1324.394479
974186	974965	Cgl0920	897.136083
976176	974962	Cgl0921	597.7355612
976349	977737	Cgl0922	1961.552884
978378	977797	Cgl0923	579.6223624
980740	978365	Cgl0924	187.524882
980993	981493	Cgl0925	963.1959846
981622	982290	Cgl0926	986.6365948
982674	982291	Cgl0927	8.52385827
983100	984653	Cgl0928	134.2507678
986510	984861	Cgl0929	1028.190404
986739	988010	Cgl0930	27.70253938
988023	988907	Cgl0931	55.40507876
988904	989983	Cgl0932	10.65482284
989980	990708	Cgl0933	7.458375987
990716	991417	Cgl0934	39.4228445
992028	991414	Cgl0935	376.1152462
992058	993083	Cgl0936	842.7964865
993549	994616	Cgl0937	4124.481921
995375	994842	Cgl0938	565.7710927
996126	995524	Cgl0939	18266.62827
996402	996833	Cgl0940	523.1518014
997456	996830	Cgl0941	1160.310207
998440	997463	Cgl0942	8805.145593
999909	998452	Cgl0943	7952.759766
1001242	1000013	Cgl0944	148.1020374
1001332	1002867	Cgl0945	643.5512994
1003013	1003933	Cgl0946	194.9832579
1003953	1004786	Cgl0947	248.2573721
1004829	1006088	Cgl0948	457.0918998
1006089	1006700	Cgl0949	125.7269095
1006937	1006731	Cgl0950	2999.332629
1006998	1008155	Cgl0951	497.5802265
1008622	1010064	Cgl0952	2388.81128
1010057	1011793	Cgl0953	306.8588977
1013761	1011794	Cgl0954	11329.27312
1014016	1014267	Cgl0955	5035.469273
1014861	1014340	Cgl0956	272.7634647
1014925	1015119	Cgl0957	35.16091537
1015652	1016563	Cgl0958	2005.237658
1015852	1015142	Cgl0959	296.2040749
1016557	1017021	Cgl0960	1889.100089
1017870	1017271	Cgl0961	345.21626
1018416	1019069	Cgl0962	214.161939
1019090	1022719	Cgl0963	2093.672688
1024666	1022696	Cgl0964	718.1350593
1026396	1024663	Cgl0965	718.1350593
1028886	1026502	Cgl0966	407.0142324
1030283	1029003	Cgl0967	301.5314863
1031871	1030366	Cgl0968	304.7279332
1031885	1032184	Cgl0969	1787.879272
1032196	1032783	Cgl0970	624.3726183
1033185	1032757	Cgl0971	3716.402206
1033646	1033266	Cgl0972	8931.937985
1033954	1034742	Cgl0973	277.0253938
1034949	1036226	Cgl0974	39611.43487
1036316	1036858	Cgl0975	1353.1625
1036900	1037448	Cgl0976	2036.136644
1037448	1038413	Cgl0977	2402.66255
1039650	1038718	Cgl0978	14.91675197
1039783	1039980	Cgl0979	269.5670178
1039996	1040328	Cgl0980	155.5604134
1040494	1040685	Cgl0981	52.20863191
1040925	1041920	Cgl0982	522.0863191
1042027	1042845	Cgl0983	7672.537926
1043236	1042847	Cgl0984	8.52385827
1043747	1043295	Cgl0985	3084.571212
1044295	1043771	Cgl0986	4446.25757
1044959	1044474	Cgl0987	642.4858171
1045158	1046033	Cgl0988	2145.88132
1046073	1046393	Cgl0989	1602.485355
1046610	1047710	Cgl0990	1760.176733
1047827	1048504	Cgl0991	1128.345739
1048356	1048532	Cgl0992	201.3761516
1048525	1049046	Cgl0993	349.4781891
1049385	1049065	Cgl0994	72.4527953
1050362	1049424	Cgl0995	532.7411419
1050624	1051928	Cgl0996	25287.09104
1052021	1053883	Cgl0997	499.7111911
1053880	1054605	Cgl0998	145.9710729
1054859	1055725	Cgl0999	478.4015454
1055032	1054637	Cgl1000	2595.514843
1055783	1056322	Cgl1001	1096.38127
1057200	1056319	Cgl1002	470.9431694
1057868	1057197	Cgl1003	432.5858072
1058598	1057840	Cgl1004	428.3238781
1059214	1058621	Cgl1005	410.2106793
1060112	1060795	Cgl1008	296.2040749
1060869	1062149	Cgl1009	1931.719381
1063629	1062208	Cgl1010	16715.28607
1063936	1064427	Cgl1011	187.524882
1064738	1064475	Cgl1012	14.91675197
1065200	1064751	Cgl1013	18.11319882
1065867	1065301	Cgl1014	175.8045768
1066083	1067573	Cgl1015	40.48832678
1067570	1068652	Cgl1016	22.37512796
1068649	1069848	Cgl1017	27.70253938
1069959	1071137	Cgl1018	88.43502956
1072441	1071476	Cgl1019	6433.38203
1072676	1073248	Cgl1020	1713.295512
1075241	1073337	Cgl1021	599.8665258
1075553	1075326	Cgl1023	118.2685335
1075909	1075664	Cgl1024	200.3106694
1077183	1075930	Cgl1025	947.2137503
1077297	1078274	Cgl1026	2453.8057
1079146	1078316	Cgl1027	1521.508701
1080540	1079218	Cgl1028	1686.658455
1080965	1080783	Cgl1029	804.4391243
1082708	1080969	Cgl1030	7059.885613
1084183	1082948	Cgl1031	1112.363504
1084380	1085465	Cgl1032	4633.782452
1085791	1086090	Cgl1033	833.2071459
1086096	1086920	Cgl1034	643.5512994
1087544	1087041	Cgl1035	124.6614272
1088293	1087661	Cgl1036	2.130964568
1089740	1088532	Cgl1037	72.4527953
1090175	1093219	Cgl1038	2250.298583
1093929	1094696	Cgl1039	635.0274411
1094693	1094914	Cgl1040	160.8878249
1095052	1095387	Cgl1041	193.9177757
1095677	1095384	Cgl1042	6.392893703
1096093	1095716	Cgl1043	5.327411419
1096331	1096185	Cgl1044	18.11319882
1096471	1096328	Cgl1045	23.44061024
1097111	1096743	Cgl1046	145.9710729
1097229	1097729	Cgl1047	264.2396064
1097750	1098595	Cgl1048	93.76244098
1098609	1098932	Cgl1049	19.17868111
1099768	1099112	Cgl1050	42.61929135
1099917	1101656	Cgl1051	959.9995377
1102043	1102642	Cgl1052	145.9710729
1102695	1103195	Cgl1053	40.48832678
1103180	1103527	Cgl1054	51.14314962
1103951	1104106	Cgl1055	15.98223426
1106058	1104100	Cgl1056	1262.596506
1107381	1106083	Cgl1057	1904.016841
1107560	1108204	Cgl1058	326.0375788
1108201	1108908	Cgl1059	238.6680316
1108993	1109757	Cgl1060	1346.769607
1109792	1111435	Cgl1061	1125.149292
1111820	1111422	Cgl1062	84.17310042
1111889	1112233	Cgl1063	518.8898722
1112957	1112481	Cgl1064	384.6391045
1113102	1114322	Cgl1065	140.6436615
1114486	1115796	Cgl1066	149.1675197
1116905	1115829	Cgl1067	4378.066704
1117744	1116905	Cgl1068	4356.757058
1118932	1117748	Cgl1069	7448.786646
1119727	1119083	Cgl1070	2377.090975
1120205	1120807	Cgl1071	221.620315
1121432	1120830	Cgl1072	384.6391045
1121809	1121465	Cgl1073	73.51827758
1122606	1121815	Cgl1074	100.1553347
1123051	1123464	Cgl1075	657.4025691
1124826	1123531	Cgl1076	330.299508
1126020	1124833	Cgl1077	359.0675296
1126422	1127012	Cgl1078	12371.3148
1127013	1128353	Cgl1079	22809.84473
1128350	1129105	Cgl1080	13752.17984
1129102	1129635	Cgl1081	8501.483143
1129655	1130707	Cgl1082	5339.131724
1130721	1131431	Cgl1083	1314.805138
1132123	1131398	Cgl1084	629.7000297
1134472	1132130	Cgl1085	1739.932569
1134561	1135058	Cgl1086	14118.70574
1136833	1135055	Cgl1087	1556.669617
1137891	1136935	Cgl1088	1124.083809
1137960	1138862	Cgl1089	212.0309745
1138880	1139248	Cgl1090	456.0264175
1139196	1139495	Cgl1091	419.8000198
1140021	1139632	Cgl1092	528.4792128
1140861	1140025	Cgl1093	2276.93564
1141245	1140898	Cgl1094	766.0817621
1141273	1142475	Cgl1095	939.7553743
1143015	1142476	Cgl1096	1539.6219
1143739	1143023	Cgl1097	4285.369745
1144118	1146031	Cgl1098	14683.41135
1146097	1147605	Cgl1099	1325.459961
1147592	1148464	Cgl1100	928.0350692
1148445	1148885	Cgl1101	711.7421656
1148953	1149270	Cgl1102	4766.967738
1149279	1150382	Cgl1103	3587.47885
1150408	1151031	Cgl1104	1558.800581
1151186	1152373	Cgl1105	12.78578741
1153263	1152370	Cgl1106	187.524882
1154683	1153292	Cgl1107	906.7254235
1155676	1154726	Cgl1108	743.7066341
1155731	1156840	Cgl1109	1117.690916
1156902	1157672	Cgl1110	1100.643199
1157694	1158527	Cgl1111	654.2061223
1158524	1159255	Cgl1112	250.3883367
1159267	1159575	Cgl1113	731.986329
1159635	1159802	Cgl1114	1413.894991
1159865	1160731	Cgl1115	2952.451408
1162231	1160735	Cgl1116	4057.356537
1163605	1162376	Cgl1117	2954.582373
1163702	1164919	Cgl1118	6849.985603
1165612	1164971	Cgl1119	96.95888783
1165746	1166387	Cgl1120	2720.176271
1166576	1167070	Cgl1121	3106.94634
1167110	1167580	Cgl1122	1463.972658
1168711	1167584	Cgl1123	3334.959548
1169325	1168744	Cgl1124	703.2183073
1170610	1169318	Cgl1125	999.4223822
1170672	1171190	Cgl1126	1009.011723
1171206	1171874	Cgl1127	1257.269095
1172462	1171866	Cgl1128	257.8467127
1176271	1172498	Cgl1129	19187.20497
1180048	1176305	Cgl1130	1530.03256
1180837	1180118	Cgl1131	1335.049302
1181675	1180869	Cgl1132	3697.223525
1181993	1183606	Cgl1133	1341.442195
1183607	1184260	Cgl1134	685.1051085
1184280	1185158	Cgl1135	4146.857049
1185742	1185215	Cgl1136	26.6370571
1185825	1187042	Cgl1137	172.60813
1187043	1188392	Cgl1138	101.220817
1190622	1188385	Cgl1139	101253.8469
1191087	1191545	Cgl1140	126.7923918
1192410	1193810	Cgl1141	25560.91999
1193867	1194193	Cgl1142	1817.712776
1194165	1195112	Cgl1143	1467.169105
1195916	1195122	Cgl1144	20.24416339
1195974	1197623	Cgl1145	69.25634845
1197624	1197818	Cgl1146	23.44061024
1199543	1197987	Cgl1147	1130.476703
1201075	1199540	Cgl1148	1258.334577
1202088	1201087	Cgl1149	1292.43001
1203632	1202091	Cgl1150	3190.053958
1206180	1203913	Cgl1151	864.1061322
1206316	1206660	Cgl1152	13.85126969
1207223	1206828	Cgl1153	759.6888684
1207374	1208141	Cgl1154	957.8685731
1209615	1208209	Cgl1155	753.2959747
1209934	1212132	Cgl1156	6874.491695
1213115	1212426	Cgl1157	316.4482383
1213269	1214861	Cgl1158	137.4472146
1214871	1215941	Cgl1159	139.5781792
1215952	1216839	Cgl1160	159.8223426
1217374	1216901	Cgl1161	2632.806723
1217982	1217440	Cgl1162	408.0797147
1219602	1218028	Cgl1163	19607.00499
1219895	1222999	Cgl1164	2468.722452
1222986	1223846	Cgl1165	1190.143711
1223887	1225062	Cgl1166	681.9086616
1225066	1227696	Cgl1167	712.8076479
1227863	1228639	Cgl1168	17.04771654
1229716	1229177	Cgl1170	2839.510286
1229995	1230483	Cgl1171	389.9665159
1230610	1230834	Cgl1172	212.0309745
1231432	1230911	Cgl1173	1151.786349
1231730	1232482	Cgl1174	470.9431694
1232603	1232839	Cgl1175	329.2340257
1233007	1234884	Cgl1176	151.2984843
1234983	1235615	Cgl1177	251.453819
1238125	1236542	Cgl1178	19755.10702
1238274	1239926	Cgl1179	6603.859195
1239929	1241266	Cgl1180	4680.663673
1242156	1241551	Cgl1181	416.603573
1242275	1242153	Cgl1182	78.845689
1242507	1243844	Cgl1183	9810.960869
1243855	1244784	Cgl1184	4784.015454
1245532	1244840	Cgl1185	644.6167817
1246496	1245717	Cgl1186	1599.288908
1247239	1246505	Cgl1187	1059.08939
1248791	1247196	Cgl1188	3495.847373
1252537	1248791	Cgl1189	12417.13054
1253906	1252554	Cgl1190	6325.768319
1254146	1254637	Cgl1191	649.9441931
1256602	1254734	Cgl1192	645.682264
1257858	1256848	Cgl1193	392.0974804
1259265	1257862	Cgl1194	1557.735099
1259989	1259426	Cgl1195	119.3340158
1261201	1259990	Cgl1196	592.4081498
1262818	1261685	Cgl1197	812.9629825
1264610	1262883	Cgl1198	1097.446752
1265142	1267430	Cgl1199	8552.626292
1267430	1268506	Cgl1200	4685.991084
1268507	1269346	Cgl1201	904.594459
1269396	1270046	Cgl1202	1635.515306
1270047	1271195	Cgl1203	1608.878249
1271213	1271701	Cgl1204	1602.485355
1271871	1272122	Cgl1205	21.30964568
1272340	1273152	Cgl1206	33428.44117
1273286	1273528	Cgl1207	10634.57867
1273559	1274125	Cgl1208	17851.09018
1274131	1274946	Cgl1209	23742.14173
1275008	1276651	Cgl1210	44082.19853
1276708	1277685	Cgl1211	20734.28524
1277688	1279139	Cgl1212	39512.34501
1279151	1279525	Cgl1213	7732.204934
1279770	1280243	Cgl1214	1777.224449
1280270	1280962	Cgl1215	1729.277747
1280967	1281254	Cgl1216	426.1929135
1281714	1281259	Cgl1217	1462.907176
1281794	1282108	Cgl1218	327.1030611
1282194	1283117	Cgl1219	2418.644784
1283324	1284469	Cgl1220	67.12538388
1284517	1285287	Cgl1221	18.11319882
1285302	1286033	Cgl1222	36.22639765
1286043	1287002	Cgl1223	70.32183073
1289473	1287278	Cgl1224	7351.827758
1291007	1289511	Cgl1225	4468.632698
1291699	1292580	Cgl1227	1364.882806
1293222	1294028	Cgl1228	159.8223426
1294151	1295209	Cgl1229	361.1984942
1295435	1296223	Cgl1230	2374.960011
1296253	1297206	Cgl1231	2515.603672
1297212	1298342	Cgl1232	2281.19757
1298653	1298339	Cgl1233	56.47056104
1300145	1298997	Cgl1234	319.6446851
1300369	1300142	Cgl1235	185.3939174
1300552	1301058	Cgl1236	152.3639666
1301929	1300985	Cgl1237	376.1152462
1303123	1301972	Cgl1238	449.6335238
1303299	1303697	Cgl1239	140.6436615
1303829	1304926	Cgl1240	1207.191428
1304932	1305924	Cgl1241	808.7010534
1307384	1305921	Cgl1242	1072.94066
1308196	1307459	Cgl1243	424.061949
1308330	1310372	Cgl1244	1880.576231
1311097	1310432	Cgl1245	3523.549913
1311320	1311619	Cgl1246	2441.019912
1311625	1313118	Cgl1247	6723.193211
1313270	1314121	Cgl1248	483.7289568
1314775	1314467	Cgl1249	1121.952845
1315046	1316086	Cgl1250	7081.195258
1316338	1317447	Cgl1251	632.8964766
1317434	1319008	Cgl1252	1026.059439
1319005	1319979	Cgl1253	785.2604432
1320001	1320945	Cgl1254	1242.352343
1320952	1321323	Cgl1255	425.1274312
1321476	1322114	Cgl1256	263.1741241
1322393	1323409	Cgl1257	379.311693
1323533	1324540	Cgl1258	648.8787108
1324778	1326259	Cgl1259	6254.381006
1326378	1327052	Cgl1260	170.4771654
1327617	1328246	Cgl1261	1570.520886
1328953	1328243	Cgl1262	30.89898623
1329015	1329887	Cgl1263	190.7213288
1330967	1329888	Cgl1264	635.0274411
1331102	1331878	Cgl1265	339.8888485
1331953	1333011	Cgl1266	4128.74385
1333424	1333185	Cgl1267	28.76802166
1335280	1333439	Cgl1268	6266.101311
1335975	1335409	Cgl1269	2278.001123
1337567	1336092	Cgl1270	717.069577
1338131	1340011	Cgl1271	13721.28085
1340025	1340543	Cgl1272	6441.905888
1340724	1341740	Cgl1273	35590.30473
1342072	1342680	Cgl1274	77.78020672
1342457	1341957	Cgl1275	4.261929135
1342727	1342458	Cgl1276	6.392893703
1343675	1342791	Cgl1277	13.85126969
1344018	1344467	Cgl1278	160.8878249
1344440	1344811	Cgl1279	30.89898623
1344935	1345423	Cgl1280	435.7822541
1345486	1346442	Cgl1281	801.2426774
1346458	1348275	Cgl1282	3666.324539
1348334	1350079	Cgl1283	2068.101113
1350855	1352447	Cgl1284	19115.81765
1352585	1353454	Cgl1285	465.615758
1353489	1354511	Cgl1286	3136.779844
1355601	1354537	Cgl1287	1274.316811
1355689	1357557	Cgl1288	2899.177294
1357557	1358213	Cgl1289	803.373642
1358259	1359065	Cgl1290	3363.72757
1359052	1359672	Cgl1291	1739.932569
1361295	1360165	Cgl1292	182.1974705
1361361	1362851	Cgl1293	4587.966714
1363138	1362923	Cgl1294	41.55380907
1363657	1363139	Cgl1295	116.1375689
1364253	1363729	Cgl1296	624.3726183
1364960	1364337	Cgl1297	33.0299508
1365180	1364875	Cgl1298	21.30964568
1365396	1365214	Cgl1299	2.130964568
1367293	1367508	Cgl1300	37.29187993
1368070	1367885	Cgl1301	15.98223426
1368078	1368398	Cgl1302	8.52385827
1368400	1369554	Cgl1303	531.6756596
1369551	1369877	Cgl1304	133.1852855
1371637	1369874	Cgl1305	14339.26058
1372326	1371976	Cgl1306	28.76802166
1372601	1373134	Cgl1307	526.3482482
1375776	1373347	Cgl1308	79667.17584
1376088	1375930	Cgl1309	71.38731302
1377555	1376146	Cgl1310	653.14064
1378415	1377663	Cgl1311	196.0487402
1378942	1378463	Cgl1312	322.841132
1379003	1379569	Cgl1313	110.8101575
1380259	1379552	Cgl1314	402.7523033
1380440	1381885	Cgl1315	5948.587591
1381902	1382495	Cgl1316	3854.914903
1382819	1382499	Cgl1317	307.92438
1383798	1382842	Cgl1318	1162.441172
1384130	1385128	Cgl1320	1103.839646
1385153	1386235	Cgl1321	641.4203349
1387270	1386290	Cgl1322	612.6523132
1387332	1388327	Cgl1323	664.8609451
1388312	1389076	Cgl1324	397.4248919
1389208	1390791	Cgl1325	1146.458937
1390796	1392919	Cgl1326	1205.060463
1392939	1393154	Cgl1327	418.7345375
1393154	1393738	Cgl1328	919.5112109
1393742	1394224	Cgl1329	1043.107156
1395549	1394797	Cgl1330	485.8599214
1396515	1395565	Cgl1331	796.9807483
1397562	1396558	Cgl1332	1121.952845
1397662	1398471	Cgl1333	815.0939471
1399534	1398554	Cgl1334	3002.529076
1400926	1401336	Cgl1335	223.7512796
1400940	1400182	Cgl1336	30.89898623
1401333	1402079	Cgl1337	413.4071261
1402272	1402706	Cgl1338	1129.411221
1403128	1403994	Cgl1339	1750.587392
1403997	1404218	Cgl1340	1146.458937
1404885	1404691	Cgl1341	2615.759007
1406174	1405317	Cgl1342	24864.09457
1407109	1406996	Cgl1343	427.2583958
1407535	1407164	Cgl1344	1640.842717
1407873	1407556	Cgl1345	1582.241191
1409023	1408700	Cgl1346	47.94670277
1409802	1409425	Cgl1347	264.2396064
1411011	1410061	Cgl1348	118.2685335
1411424	1411116	Cgl1349	102.2862992
1412000	1411434	Cgl1350	200.3106694
1412351	1412575	Cgl1351	98.02437011
1412916	1412623	Cgl1352	141.7091437
1413745	1416462	Cgl1353	4023.261104
1417883	1416459	Cgl1354	12.78578741
1417962	1418873	Cgl1355	115.0720867
1418876	1419751	Cgl1356	192.8522934
1420036	1419875	Cgl1357	29.83350395
1420724	1420068	Cgl1358	176.8700591
1421099	1422559	Cgl1359	81760.84853
1423217	1425268	Cgl1360	45337.33666
1425279	1425881	Cgl1361	3274.227058
1426257	1427357	Cgl1362	527.4137305
1427957	1427373	Cgl1363	52.20863191
1429159	1428221	Cgl1364	867.302579
1430642	1429191	Cgl1365	539.1340356
1431579	1430656	Cgl1366	316.4482383
1432612	1431572	Cgl1367	205.6380808
1432750	1433550	Cgl1368	335.6269194
1434105	1436204	Cgl1369	2077.690453
1436335	1436778	Cgl1370	9883.413665
1437249	1436866	Cgl1371	259.9776772
1437356	1438204	Cgl1372	613.7177955
1440560	1438209	Cgl1373	1225.304626
1441586	1440672	Cgl1374	10065.61114
1442392	1441790	Cgl1375	1114.494469
1442487	1445336	Cgl1376	3380.775287
1447446	1445320	Cgl1377	1083.595483
1447792	1448361	Cgl1378	37068.12865
1448390	1448584	Cgl1379	12500.23815
1448645	1449028	Cgl1380	15386.62966
1449940	1449116	Cgl1381	160.8878249
1450126	1450695	Cgl1382	139.5781792
1450918	1451823	Cgl1383	121.4649804
1451820	1452656	Cgl1384	21.30964568
1452758	1454074	Cgl1385	66.0599016
1454115	1455341	Cgl1386	53.27411419
1456066	1455347	Cgl1387	156.6258957
1456355	1456951	Cgl1388	719.2005416
1457047	1458069	Cgl1389	3111.208269
1458133	1460619	Cgl1390	6466.41198
1461157	1462131	Cgl1391	6977.843477
1462134	1463519	Cgl1392	6462.150051
1463533	1463937	Cgl1393	6771.139914
1464083	1465126	Cgl1394	2648.788958
1465210	1466376	Cgl1395	3018.51131
1466491	1467375	Cgl1396	2647.723475
1467376	1468551	Cgl1397	4207.589539
1468565	1469524	Cgl1398	3076.047353
1469528	1470043	Cgl1399	1471.431034
1470211	1471416	Cgl1400	8360.839481
1471477	1472910	Cgl1401	4768.03322
1472977	1474122	Cgl1402	515.6934254
1474119	1475696	Cgl1403	567.9020573
1475683	1476297	Cgl1404	451.7644883
1476343	1476522	Cgl1405	1135.804115
1476550	1477812	Cgl1406	4256.601724
1478393	1477926	Cgl1407	2675.426015
1478892	1478500	Cgl1408	99.08985239
1484675	1486030	Cgl1409	2550.764587
1486042	1487028	Cgl1410	1820.909223
1487032	1487196	Cgl1411	425.1274312
1487238	1488059	Cgl1412	1040.976191
1488146	1489021	Cgl1413	1121.952845
1489103	1490884	Cgl1414	977.0472543
1490944	1492137	Cgl1415	3022.773239
1492147	1493112	Cgl1416	2708.455965
1493513	1495177	Cgl1417	1037.779744
1495205	1495864	Cgl1418	752.2304924
1495861	1496775	Cgl1419	533.8066242
1498324	1496792	Cgl1420	188.5903642
1498863	1499648	Cgl1421	1546.014794
1499931	1500698	Cgl1422	437.9132186
1501471	1500908	Cgl1423	2030.809233
1501710	1502579	Cgl1424	2270.542747
1502634	1503179	Cgl1425	759.6888684
1503483	1504241	Cgl1426	2232.185385
1504256	1504948	Cgl1427	1519.377737
1505017	1506576	Cgl1428	3233.738731
1507327	1506659	Cgl1429	651.0096754
1507902	1507402	Cgl1430	1186.947264
1508729	1507914	Cgl1431	392.0974804
1508813	1510369	Cgl1432	312.1863092
1510366	1512135	Cgl1433	284.4837698
